comparison,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_metal_frac,pred_metal_frac,metal_gap_accuracy,TN_FP_FN_TP
DFT_vs_SK,587,1.0521544991482112,1.2793677317437495,1.041121412265758,1.027434,1.9985016,0.24190800681431004,0.13798977853492334,0.8517887563884157,"68,74,13,432"
DFT_vs_ALIGNN,587,0.5308635999777654,0.7175833863561942,0.48710276363080773,0.3961000886917114,1.0518652575302123,0.24190800681431004,0.027257240204429302,0.7717206132879046,"12,130,4,441"
SK_vs_ALIGNN,587,0.8836857081933127,1.0911252804508884,-0.5540186486349504,0.7760009725875854,1.7607162282501212,0.13798977853492334,0.027257240204429302,0.8449744463373083,"3,78,13,493"
