N,min,p05,median,mean,p95,max,std,n_negative,n_positive
587,-1.6489710807800293,-1.2153950214385987,-0.3876379430294037,-0.4715809139472256,0.020528599619865417,0.5792278051376343,0.37527736562130315,551,36
