id,sk_gap,alignn_gap,dft_gap
agm2000000000,0.0026741027832031,0.003328263759613037,0.0
agm2000000001,0.0160889625549316,0.009724706411361694,0.0
agm2000000002,0.0290737152099609,0.008637696504592896,0.0
agm2000000006,1.9073486328125e-05,0.027141600847244263,0.0
agm2000000007,0.2040619850158691,0.017453819513320923,0.0
agm2000000008,0.0039405822753906,0.0018818043172359467,0.0
agm2000000009,0.0144050121307373,-0.002797164022922516,0.0
agm2000000010,0.0652961730957031,0.006052389740943909,0.0
agm2000000012,0.0706679821014404,0.0113786980509758,0.0
agm2000000014,0.029581069946289,0.04604142904281616,0.0
agm2000000015,0.0019309520721435,-0.0001044049859046936,0.0
agm2000000016,2.090132474899292,0.13998325169086456,0.9712
agm2000000017,2.0490434169769287,0.019962988793849945,0.7786000000000001
agm2000000018,2.285403251647949,0.030255556106567383,0.7779
agm2000000019,0.0770213603973388,0.019963417202234268,0.0
agm2000000020,0.0019111633300781,1.9374772310256958,1.6837
agm2000000022,0.0223472118377685,0.37451955676078796,0.0
agm2000000023,0.0837635993957519,0.01271740347146988,0.0
agm2000000032,0.0017478466033935,-0.0011735260486602783,0.0
agm2000000033,0.0058307647705078,0.00012506544589996338,0.0
agm2000000036,0.0010063648223876,0.9320541620254517,0.0
agm2000000038,0.0092511177062988,0.9739154577255249,0.0
agm2000000039,0.0447137355804443,0.012089002877473831,0.0
agm2000000040,0.0124406814575195,0.03832240402698517,0.0
agm2000000041,0.0350832939147949,0.003491625189781189,0.0
agm2000000042,0.0251097679138183,-0.006358381360769272,0.0
agm2000000043,0.0088820457458496,-0.01421365886926651,0.0
agm2000000044,0.0129637718200683,1.1353087425231934,0.0
agm2000000046,0.0661182403564453,-0.01077200472354889,0.0
agm2000000047,0.0404515266418457,-0.012497588992118835,0.0
agm2000000048,0.0454277992248535,-0.0007563941180706024,0.0
agm2000000050,0.040802001953125,-0.008280694484710693,0.0
agm2000000051,0.0969009399414062,-0.018010444939136505,0.0
agm2000000052,0.0218281745910644,-0.002561897039413452,0.0
agm2000000053,0.0097546577453613,0.00311211496591568,0.0
agm2000000054,0.0209579467773437,0.0024253278970718384,0.0
agm2000000056,0.0006775856018066,0.00308806449174881,0.0
agm2000000058,0.031233787536621,0.005271412432193756,0.0
agm2000000059,0.0345783233642578,-0.0009781122207641602,0.0
agm2000000060,2.3644752502441406,0.9769216775894165,1.3624
agm2000000061,2.28000545501709,0.9989664554595947,1.885
agm2000000062,2.1755757331848145,0.13613513112068176,1.6039
agm2000000063,0.8977756500244141,0.5191826820373535,0.3802
agm2000000064,2.178523063659668,0.18192318081855774,1.6103
agm2000000065,1.162947177886963,1.1673505306243896,0.3646
agm2000000066,0.8836913108825684,1.2641873359680176,0.3001
agm2000000067,2.0245227813720703,0.03353950381278992,1.7792
agm2000000068,2.284392833709717,0.05727669596672058,1.9005
agm2000000069,2.189624309539795,1.3875263929367065,1.4969
agm2000000070,0.0005664825439453,0.0039494335651397705,0.0
agm2000000071,0.0152070522308349,0.01638505980372429,0.0
agm2000000074,0.0416808128356933,0.009573891758918762,0.0
agm2000000075,0.0308482646942138,0.394612580537796,0.0
agm2000000076,0.004483938217163,0.029233470559120178,0.0
agm2000000077,0.0220742225646972,1.8707141876220703,0.0101
agm2000000078,0.0006647109985351,1.478047490119934,0.9911
agm2000000079,4.836172103881836,0.06311047077178955,1.1301
agm2000000080,0.0013022422790527,0.41247907280921936,0.4269
agm2000000081,0.4465861320495605,1.589381456375122,0.0
agm2000000082,9.1552734375e-05,0.06312994658946991,1.2295
agm2000000083,0.1820039749145507,1.2983334064483643,0.0
agm2000000084,0.0002706050872802,0.02196386456489563,0.0
agm2000000085,0.0018665790557861,0.011381179094314575,0.0
agm2000000086,0.0058150291442871,0.011018425226211548,0.0
agm2000000087,0.0626342296600341,0.011712342500686646,0.0
agm2000000088,0.0052399635314941,0.025517672300338745,0.0
agm2000000090,0.0187833309173584,0.01089504361152649,0.0
agm2000000091,0.0002744197845458,0.02395501732826233,0.0
agm2000000092,0.0013446807861328,0.010851502418518066,0.0
agm2000000093,0.0745255947113037,0.005812346935272217,0.0
agm2000000094,0.0288093090057373,0.009600594639778137,0.0
agm2000000100,6.122015476226807,1.5748122930526733,2.4059
agm2000000101,0.0009779930114746,2.17922043800354,0.0
agm2000000102,6.039288520812988,2.0925002098083496,2.0243
agm2000000103,2.8824586868286133,1.835227370262146,2.0253
agm2000000104,5.994904518127441,2.2215685844421387,1.9787
agm2000000105,5.994479656219482,2.1996350288391113,1.976
agm2000000106,6.097861289978027,1.6416560411453247,2.5974
agm2000000107,5.773352146148682,1.4996099472045898,2.6148
agm2000000108,5.992532730102539,2.3082692623138428,2.4065
agm2000000109,0.0012135505676269,-0.0014722645282745361,0.0
agm2000000110,0.0008172988891601,-0.0007161349058151245,0.0
agm2000000113,0.0030474662780761,0.004221022129058838,0.0
agm2000000115,0.0015506744384765,-0.005386039614677429,0.0
agm2000000116,0.0003981590270996,0.004155859351158142,0.0
agm2000000117,0.0014293193817138,0.006667770445346832,0.0
agm2000000118,0.0012426376342773,0.0071485526859760284,0.0
agm2000000119,0.0020880699157714,0.004449900239706039,0.0
agm2000000122,0.0070500373840332,0.015107639133930206,0.0
agm2000000123,0.0125102996826171,0.007381264120340347,0.0
agm2000000124,0.0066990852355957,0.009570278227329254,0.0
agm2000000125,1.4016385078430176,0.251980185508728,0.0
agm2000000126,1.430511474609375e-06,0.20479078590869904,0.3239
agm2000000127,0.0105762481689453,0.07774914801120758,0.0
agm2000000128,0.0012872219085693,0.0065864622592926025,0.0
agm2000000129,0.0060727596282958,0.011043250560760498,0.0
agm2000000130,0.0027482509613037,0.010927736759185791,0.0
agm2000000131,0.0282258987426757,0.0019313395023345947,0.0
agm2000000134,0.3791036605834961,0.023380905389785767,0.0509
agm2000000135,0.0062863826751708,0.011985808610916138,0.0
agm2000000149,0.0025644302368164,0.007926210761070251,0.0
agm2000000153,0.0010766983032226,0.015153463929891586,0.0
agm2000000154,0.0022578239440917,0.007678575813770294,0.0
agm2000000155,8.208150863647461,2.6248269081115723,2.6413
agm2000000156,3.1048388481140137,2.7347254753112793,1.5067
agm2000000157,8.318697929382324,2.4950642585754395,2.6984
agm2000000158,8.210090637207031,2.606147289276123,2.5657
agm2000000159,8.39185905456543,2.777954578399658,3.0332
agm2000000161,0.002263069152832,2.495187282562256,0.0932
agm2000000162,0.0025873184204101,0.00977298617362976,0.0
agm2000000163,0.0042901039123535,0.009573981165885925,0.0
agm2000000164,0.0004434585571289,0.007082194089889526,0.0
agm2000000165,0.0032215118408203,0.010802134871482849,0.0
agm2000000166,0.013803482055664,0.0063791945576667786,0.0
agm2000000167,0.0028140544891357,0.009117379784584045,0.0
agm2000000168,0.0040383338928222,0.016586586833000183,0.0
agm2000000169,0.047886848449707,0.013452038168907166,0.0
agm2000000170,0.000962495803833,-0.0068426430225372314,0.0
agm2000000171,0.0006051063537597,-0.007703065872192383,0.0
agm2000000172,0.001826524734497,-0.006440609693527222,0.0
agm2000000174,0.0456500053405761,0.019257158041000366,0.0
agm2000000175,0.1212184429168701,-0.0010835230350494385,0.0
agm2000000176,7.390975952148438e-05,0.44346320629119873,0.0
agm2000000177,0.0071163177490234,-0.007144957780838013,0.0
agm2000000197,2.1599245071411133,0.2225460708141327,1.0411
agm2000000198,2.0150420665740967,0.31864720582962036,1.5630000000000002
agm2000000199,0.0277891159057617,0.3728024661540985,0.5172
agm2000000200,2.253438949584961,0.13725146651268005,1.3501
agm2000000201,0.0489983558654785,0.341555118560791,0.0
agm2000000203,1.9805669784545896,-0.056980907917022705,1.5447000000000002
agm2000000204,2.0144827365875244,-0.04494348168373108,1.5708
agm2000000205,2.303380012512207,0.3999631106853485,1.2629
agm2000000206,0.0104985237121582,0.013030525296926498,0.0
agm2000000207,0.0819003582000732,0.01137184351682663,0.0
agm2000000208,0.0233445167541503,0.011371452361345291,0.0
agm2000000209,0.0085008144378662,0.020906716585159302,0.0
agm2000000210,0.0625367164611816,0.009318608790636063,0.0
agm2000000211,0.0105514526367187,0.011218860745429993,0.0
agm2000000212,0.0402913093566894,-0.004616096615791321,0.0
agm2000000223,0.0009424686431884,0.1472775638103485,0.0
agm2000000224,0.0021178722381591,2.5483293533325195,0.0
agm2000000225,0.00555419921875,0.11556848883628845,0.0
agm2000000227,0.0022108554840087,2.6001083850860596,0.0
agm2000000229,9.5367431640625e-07,0.3143998086452484,0.0001
agm2000000230,0.0158140659332275,0.1314041018486023,0.0
agm2000000231,0.0007758140563964,0.00917370617389679,0.0
agm2000000232,0.0119953155517578,-0.0043629929423332214,0.0
agm2000000236,0.0003566741943359,0.021449565887451172,0.0
agm2000000237,0.0119524002075195,0.004723027348518372,0.0
agm2000000238,0.0168652534484863,0.00505838543176651,0.0
agm2000000239,0.0145483016967773,0.0020932406187057495,0.0
agm2000000241,0.0080008506774902,0.006902508437633514,0.0
agm2000000243,1.7642974853515625e-05,0.010462626814842224,0.0
agm2000000244,0.0648326873779296,0.0038505718111991882,0.0
agm2000000245,0.0008578300476074,0.00191517174243927,0.0
agm2000000247,0.0031201839447021,0.010236889123916626,0.0
agm2000000248,0.0007238388061523,0.0030271410942077637,0.0
agm2000000249,0.0008919239044189,0.022525012493133545,0.0
agm2000000250,0.003342866897583,0.005923345685005188,0.0
agm2000000253,0.0585527420043945,0.02403399348258972,0.0
agm2000000254,0.0130720138549804,0.007375150918960571,0.0
agm2000000255,0.0021324157714843,0.008520245552062988,0.0
agm2000000256,0.0004239082336425,0.012049615383148193,0.0
agm2000000257,0.00193452835083,0.017604053020477295,0.0
agm2000000258,0.0011072158813476,0.008117645978927612,0.0
agm2000000260,0.0032629966735839,0.011182412505149841,0.0
agm2000000261,0.0050277709960937,0.007650360465049744,0.0
agm2000000262,0.0020976066589355,0.0024404823780059814,0.0
agm2000000263,0.0037956237792968,-0.003429524600505829,0.0
agm2000000264,0.0044484138488769,-0.0023341774940490723,0.0
agm2000000267,0.0013923645019531,0.04581008851528168,0.0325
agm2000000268,0.0023283958435058,0.005921721458435059,0.0
agm2000000269,0.0028522014617919,0.009994544088840485,0.0
agm2000000270,0.0006735324859619,-0.0001726485788822174,0.0
agm2000000271,0.002345323562622,0.008134163916110992,0.0
agm2000000273,0.0687532424926757,0.028838612139225006,0.0
agm2000000274,1.0967254638671877e-05,0.01722356677055359,0.396
agm2000000275,0.1946015357971191,0.006106629967689514,0.0
agm2000000276,0.0230445861816406,0.004866570234298706,0.0
agm2000000279,0.00339937210083,0.0030474960803985596,0.0
agm2000000281,0.0053691864013671,6.505846977233887e-05,0.0
agm2000000282,0.019960880279541,-0.0005322396755218506,0.0
agm2000000290,0.0004372596740722,0.01091185212135315,0.0
agm2000000291,0.0016517639160156,0.00864371657371521,0.0
agm2000000292,0.0012412071228027,0.029030442237854004,0.0
agm2000000293,0.0016655921936035,0.010757803916931152,0.0
agm2000000296,0.0007095336914062,0.018447160720825195,0.0
agm2000000297,0.0003786087036132,0.024552077054977417,0.0
agm2000000298,0.00095796585083,0.06062743067741394,0.0
agm2000000299,0.0055046081542968,4.584886074066162,0.0
agm2000000300,0.0024752616882324,4.424138069152832,0.0
agm2000000301,4.547147750854492,6.6617937088012695,7.2517
agm2000000302,4.551236152648926,6.538265705108643,7.3587
agm2000000303,0.0925045013427734,3.1021838188171387,0.0
agm2000000304,0.003741979598999,4.490729808807373,0.0
agm2000000305,0.0918560028076171,1.122368574142456,0.5368
agm2000000306,1.2455835342407229,1.2615106105804443,1.393
agm2000000307,0.0001106262207031,1.7877240180969238,0.0
agm2000000308,0.0005736351013183,1.676689863204956,0.0
agm2000000316,0.0005633831024169,-0.0043558478355407715,0.0
agm2000000318,0.0019116401672363,-0.0043524205684661865,0.0
agm2000000319,0.0004944801330566,-0.004341721534729004,0.0
agm2000000320,0.0213711261749267,-0.0038407742977142334,0.0
agm2000000321,0.0005924701690673,-0.001122802495956421,0.0
agm2000000322,0.0021882057189941,0.0021174848079681396,0.0
agm2000000324,0.0065827369689941,0.007565319538116455,0.0
agm2000000325,0.000887393951416,-0.004684358835220337,0.0
agm2000000333,0.0307934284210205,0.1626684069633484,0.0
agm2000000334,2.6517744064331055,0.7923761606216431,0.5428000000000001
agm2000000335,3.4314165115356445,0.7137634754180908,0.9005000000000001
agm2000000336,0.0091481208801269,0.038786888122558594,0.0
agm2000000337,9.202957153320312e-05,0.874375581741333,1.9201
agm2000000338,2.5058860778808594,0.6668813228607178,0.4226
agm2000000339,0.1690914630889892,3.2407968044281006,0.0
agm2000000340,0.0762839317321777,0.6803661584854126,0.0
agm2000000360,0.0024335384368896,0.19662678241729736,0.0
agm2000000361,0.0044889450073242,0.6936386823654175,0.0
agm2000000362,0.0033204555511474,0.17792320251464844,0.0
agm2000000365,0.0838611125946044,-0.01071716845035553,0.0
agm2000000366,0.0044028759002685,0.007836014032363892,0.0
agm2000000368,0.0001096725463867,1.1883877515792847,0.0
agm2000000369,0.1918234825134277,0.027256160974502563,0.0
agm2000000370,0.014603853225708,0.0023647472262382507,0.0
agm2000000371,0.0076868534088134,0.12864525616168976,0.0
agm2000000372,0.0008487701416015,-0.005873534828424454,0.0
agm2000000373,0.0186073780059814,-0.005233265459537506,0.0
agm2000000374,0.0036182403564453,-0.00569722056388855,0.0
agm2000000375,4.506111145019531e-05,1.2996494770050049,0.857
