id,formula,nsites,spg,e_form,e_above_hull,dft_bandgap_eV,dft_bandgap_dir_eV,dos_ef_dft,sk_bandgap_eV
,Rb,2,191,0.35139808,0.35139808,0.34450000000000003,0.34450000000000003,1.1048377,1.1920928955078125e-06
agm2000000000,Ag,8,164,0.34508422,0.34508422,0.0,0.0014,3.0440147,0.002674102783203125
agm2000000001,Ag,4,191,0.613518,0.613518,0.0,0.0434,0.9603900000000001,0.01608896255493164
agm2000000002,Ag,4,51,0.3368831,0.3368831,0.0,0.1673,0.37332994,0.029073715209960938
agm2000000006,Ag,2,191,1.0416728,1.0416728,0.0,0.0001,0.44385943,1.9073486328125e-05
agm2000000007,Ag,1,123,0.7125749,0.7125749,0.0,0.0,0.21079014000000001,0.20406198501586914
agm2000000008,Al,8,164,0.31672442,0.31672442,0.0,0.0001,4.7012377,0.003940582275390625
agm2000000009,Al,4,67,0.3257564,0.3257564,0.0,0.0063,1.7526367,0.014405012130737305
agm2000000010,Al,4,129,0.45365044,0.45365044,0.0,0.0004,1.9317337,0.06529617309570312
agm2000000012,Al,4,57,0.67303663,0.67303663,0.0,0.0004,2.268398,0.07066798210144043
agm2000000014,Al,2,191,1.1884630999999999,1.1884630999999999,0.0,0.0,2.6868954,0.029581069946289062
agm2000000015,Al,1,123,0.9625522999999999,0.9625522999999999,0.0,0.0,0.57585967,0.0019309520721435547
agm2000000016,As,8,1,0.13489953,0.13489953,0.9712000000000001,0.9881000000000001,-0.0204124,2.090132474899292
agm2000000017,As,4,59,0.05477451,0.05477451,0.7786000000000001,0.7786000000000001,-0.027773,2.0490434169769287
agm2000000018,As,4,53,0.039144404,0.039144404,0.7779,0.8896000000000001,-0.0152868,2.285403251647949
agm2000000019,As,4,129,0.3686871,0.3686871,0.0,0.0001,1.6291493,0.07702136039733887
agm2000000020,As,4,1,2.9661899,2.9661899,1.6837,1.6953,-3.635e-05,0.001911163330078125
agm2000000022,As,2,191,0.57389665,0.57389665,0.0,0.517,1.8826585,0.022347211837768555
agm2000000023,As,1,123,0.55495274,0.55495274,0.0,0.0,0.5293403,0.08376359939575195
agm2000000032,Ba,8,67,0.33211625,0.33211625,0.0,0.0188,12.749578,0.0017478466033935547
agm2000000033,Ba,4,67,0.32923785,0.32923785,0.0,0.0132,5.483067,0.0058307647705078125
agm2000000036,Ba,4,51,0.7427935999999999,0.7427935999999999,0.0,0.0002,9.593298,0.0010063648223876953
agm2000000038,Ba,2,191,1.2775706,1.2775706,0.0,0.0374,3.9330885,0.009251117706298828
agm2000000039,Ba,1,123,0.8871535700000001,0.8871535700000001,0.0,0.2194,1.9697311,0.044713735580444336
agm2000000040,B,8,191,0.39650044,0.39650044,0.0,0.0,1.5750275999999999,0.012440681457519531
agm2000000041,B,8,2,0.35641423,0.35641423,0.0,0.5813,0.6342023,0.03508329391479492
agm2000000042,B,4,12,0.5939926,0.5939926,0.0,0.4214,0.3941538,0.02510976791381836
agm2000000043,B,4,12,0.45348692,0.45348692,0.0,0.5641,0.977931,0.00888204574584961
agm2000000044,B,4,59,0.46702462,0.46702462,0.0,0.2932,1.1025293,0.01296377182006836
agm2000000046,B,13,8,0.5968576999999999,0.5968576999999999,0.0,0.0,0.53167075,0.06611824035644531
agm2000000047,B,13,12,0.616019,0.616019,0.0,0.0,1.027445,0.0404515266418457
agm2000000048,B,15,3,0.53598607,0.53598607,0.0,0.0,1.6178645999999999,0.045427799224853516
agm2000000050,B,2,191,1.2754945,1.2754945,0.0,0.0001,1.0775392,0.040802001953125
agm2000000051,B,1,47,1.1954352,1.1954352,0.0,0.0,0.41786796,0.09690093994140625
agm2000000052,Be,8,51,0.41320938,0.41320938,0.0,0.0078000000000000005,1.6057641999999999,0.021828174591064453
agm2000000053,Be,4,67,0.41821933,0.41821933,0.0,0.12090000000000001,0.76140916,0.009754657745361328
agm2000000054,Be,4,129,0.5973997,0.5973997,0.0,0.0018000000000000002,0.81719774,0.02095794677734375
agm2000000056,Be,4,191,0.7852146,0.7852146,0.0,0.0012000000000000001,1.3542543999999999,0.0006775856018066406
agm2000000058,Be,2,191,2.103947,2.103947,0.0,0.21910000000000002,1.4550406,0.031233787536621094
agm2000000059,Be,1,123,1.133504,1.133504,0.0,0.3275,0.4415916,0.03457832336425781
agm2000000060,Br,4,55,0.0496512,0.0496512,1.3624,1.3659,-0.0002,2.3644752502441406
agm2000000061,Br,8,2,0.02316731,0.02316731,1.885,1.9611,0.0,2.28000545501709
agm2000000062,Br,4,11,0.0050222385,0.0050222385,1.6038999999999999,1.6745999999999999,0.0,2.1755757331848145
agm2000000063,Br,4,2,0.06710364,0.06710364,0.38020000000000004,0.38020000000000004,0.4125744,0.8977756500244141
agm2000000064,Br,4,51,0.01086429,0.01086429,1.6103,1.6907,0.0,2.178523063659668
agm2000000065,Br,4,7,0.06542182,0.06542182,0.36460000000000004,0.4127,0.3788876,1.162947177886963
agm2000000066,Br,4,2,0.063651815,0.063651815,0.30010000000000003,0.30010000000000003,0.3718898,0.8836913108825684
agm2000000067,Br,8,83,0.019867826,0.019867826,1.7792,1.8574000000000002,0.0,2.0245227813720703
agm2000000068,Br,4,83,0.025863089000000002,0.025863089000000002,1.9005,1.9663,0.0,2.284392833709717
agm2000000069,Br,4,63,0.0039783684000000005,0.0039783684000000005,1.4969000000000001,1.595,0.0,2.189624309539795
agm2000000070,Ca,8,51,0.36932272,0.36932272,0.0,0.08220000000000001,8.9820175,0.0005664825439453125
agm2000000071,Ca,4,129,0.4244848,0.4244848,0.0,0.3063,4.759639,0.015207052230834961
agm2000000074,Ca,4,67,0.38770685,0.38770685,0.0,0.076,4.5855565,0.04168081283569336
agm2000000075,Ca,2,191,1.3076091,1.3076091,0.0,0.0262,2.1943092,0.030848264694213867
agm2000000076,Ca,1,123,0.9679517999999999,0.9679517999999999,0.0,0.0646,1.7230425999999999,0.004483938217163086
agm2000000077,C,8,2,0.97748905,0.97748905,0.010100000000000001,0.010100000000000001,2.4644785,0.022074222564697266
agm2000000078,C,4,11,0.96172893,0.96172893,0.9911000000000001,1.063,-0.011295,0.0006647109985351562
agm2000000079,C,4,12,0.001840035,0.001840035,1.1301,1.1381000000000001,-0.0016248,4.836172103881836
agm2000000080,C,4,12,1.2780926,1.2780926,0.4269,0.43510000000000004,0.0300407,0.0013022422790527344
agm2000000081,C,4,47,0.98550296,0.98550296,0.0,0.020900000000000002,1.0147929,0.44658613204956055
agm2000000082,C,2,191,0.0023849550000000002,0.0023849550000000002,1.2295,1.2295,-0.0005531,9.1552734375e-05
agm2000000083,C,1,47,0.9851420999999999,0.9851420999999999,0.0,0.0313,0.51487726,0.18200397491455078
agm2000000084,Cd,8,164,0.11329205,0.11329205,0.0,0.0001,2.192378,0.00027060508728027344
agm2000000085,Cd,13,1,0.2958844,0.2958844,0.0,0.032600000000000004,5.6796737,0.0018665790557861328
agm2000000086,Cd,13,191,0.26934043,0.26934043,0.0,0.0,4.515919,0.005815029144287109
agm2000000087,Cd,4,191,0.27982628,0.27982628,0.0,0.0056,2.516607,0.06263422966003418
agm2000000088,Cd,4,129,0.24333043000000001,0.24333043000000001,0.0,0.0013000000000000002,1.4486257,0.005239963531494141
agm2000000090,Cd,4,59,0.2815678,0.2815678,0.0,0.10930000000000001,2.5132215,0.0187833309173584
agm2000000091,Cd,4,127,0.34863827000000003,0.34863827000000003,0.0,0.1864,2.4218693,0.00027441978454589844
agm2000000092,Cd,15,191,0.26951805,0.26951805,0.0,0.0001,6.4448514,0.0013446807861328125
agm2000000093,Cd,2,191,0.5255331,0.5255331,0.0,0.5396000000000001,1.437958,0.07452559471130371
agm2000000094,Cd,1,123,0.43610299999999996,0.43610299999999996,0.0,0.8189000000000001,0.8801981999999999,0.028809309005737305
agm2000000100,Cl2,4,55,0.0,0.0,2.4059,2.4059,0.0,6.122015476226807
agm2000000101,Cl2,8,1,0.0,0.0,0.0,0.0004,5.0559,0.0009779930114746094
agm2000000102,Cl2,4,2,0.0,0.0,2.0243,2.0724,0.0,6.039288520812988
agm2000000103,Cl2,4,51,0.0,0.0,2.0253,2.1469,0.0,2.8824586868286133
agm2000000104,Cl2,4,2,0.0,0.0,1.9787,2.0858,0.0,5.994904518127441
agm2000000105,Cl2,4,2,0.0,0.0,1.976,2.105,0.0,5.994479656219482
agm2000000106,Cl2,8,83,0.0,0.0,2.5974,2.5974,0.0,6.097861289978027
agm2000000107,Cl2,4,83,0.0,0.0,2.6148,2.6148,0.0,5.773352146148682
agm2000000108,Cl2,4,36,0.0,0.0,2.4065,2.4558,0.0,5.992532730102539
agm2000000109,Co,8,164,0.6766171999999999,0.6766171999999999,0.0,0.0,6.40368,0.0012135505676269531
agm2000000110,Co,4,164,0.6778778400000001,0.6778778400000001,0.0,0.0044,3.309828,0.0008172988891601562
agm2000000113,Co,4,191,1.395678,1.395678,0.0,0.0009000000000000001,6.1847525,0.003047466278076172
agm2000000115,Co,2,191,2.2167125,2.2167125,0.0,0.0001,5.778607,0.0015506744384765625
agm2000000116,Co,1,123,1.6691034,1.6691034,0.0,0.0002,1.4720922,0.0003981590270996094
agm2000000117,Cr,8,2,1.1414448,1.1414448,0.0,0.0009000000000000001,11.979099,0.0014293193817138672
agm2000000118,Cr,30,1,1.1268873,1.1268873,0.0,0.005,38.264095,0.0012426376342773438
agm2000000119,Cr,4,11,1.42184,1.42184,0.0,0.0398,5.606874,0.0020880699157714844
agm2000000122,Cr,4,129,1.3206766,1.3206766,0.0,0.0524,1.8350985,0.007050037384033203
agm2000000123,Cr,2,191,2.9967752,2.9967752,0.0,0.0693,3.1718454,0.012510299682617188
agm2000000124,Cr,1,123,2.2465792,2.2465792,0.0,0.138,1.6293821,0.006699085235595703
agm2000000125,Cs,4,67,0.09822756,0.09822756,0.0,0.0349,4.8004646,1.4016385078430176
agm2000000126,Cs,2,191,0.32364297000000003,0.32364297000000003,0.3239,0.3239,1.2208635,1.430511474609375e-06
agm2000000127,Cs,1,123,0.23931354,0.23931354,0.0,0.0,1.0282167,0.010576248168945312
agm2000000128,Cu,8,164,0.44263104000000003,0.44263104000000003,0.0,0.0002,1.9479571999999998,0.001287221908569336
agm2000000129,Cu,13,191,0.71814626,0.71814626,0.0,0.0,4.471927,0.0060727596282958984
agm2000000130,Cu,4,191,0.7111908,0.7111908,0.0,0.0002,0.8127903,0.002748250961303711
agm2000000131,Cu,4,67,0.46703419999999995,0.46703419999999995,0.0,0.0342,1.8391864,0.02822589874267578
agm2000000134,Cu,2,191,1.4266766,1.4266766,0.0509,0.0509,1.0675203,0.3791036605834961
agm2000000135,Cu,1,123,1.0327646,1.0327646,0.0,0.0,0.47367078,0.0062863826751708984
agm2000000149,Fe,4,67,0.8542263,0.8542263,0.0,0.0009000000000000001,4.7951193,0.0025644302368164062
agm2000000153,Fe,2,191,2.5993502,2.5993502,0.0,0.0408,3.6432915,0.0010766983032226562
agm2000000154,Fe,1,123,1.8524995,1.8524995,0.0,0.0188,1.6517239,0.002257823944091797
agm2000000155,F2,4,6,0.0,0.0,2.6413,2.7469,0.0,8.208150863647461
agm2000000156,F2,4,51,0.0,0.0,1.5067,1.5067,-0.00016419999999999998,3.1048388481140137
agm2000000157,F2,4,12,0.0,0.0,2.6984,2.6984,0.0,8.318697929382324
agm2000000158,F2,4,2,0.0,0.0,2.5657,2.6561,0.0,8.210090637207031
agm2000000159,F2,8,83,0.0,0.0,3.0332,3.0332,0.0,8.39185905456543
agm2000000161,F2,4,8,0.0,0.0,0.0932,0.0932,1.3866844,0.0022630691528320312
agm2000000162,Ga,26,1,0.17960857,0.17960857,0.0,0.0415,8.176765,0.0025873184204101562
agm2000000163,Ga,8,12,0.19079784,0.19079784,0.0,0.041800000000000004,1.9326192,0.004290103912353516
agm2000000164,Ga,4,57,0.34626296,0.34626296,0.0,0.0061,1.0148714,0.00044345855712890625
agm2000000165,Ga,4,2,0.18502301000000002,0.18502301000000002,0.0,0.061500000000000006,1.4158827,0.0032215118408203125
agm2000000166,Ga,4,2,0.19154319,0.19154319,0.0,0.0397,2.3023233,0.013803482055664062
agm2000000167,Ga,4,11,0.32886863,0.32886863,0.0,0.23220000000000002,0.9051136999999999,0.002814054489135742
agm2000000168,Ga,2,191,0.637463,0.637463,0.0,0.0001,2.5888827,0.004038333892822266
agm2000000169,Ga,1,123,0.49453852000000004,0.49453852000000004,0.0,0.0,0.47003192,0.04788684844970703
agm2000000170,Ge,8,59,0.36476997,0.36476997,0.0,0.0004,3.334127,0.0009624958038330078
agm2000000171,Ge,4,11,0.47774747,0.47774747,0.0,0.132,1.0026945,0.0006051063537597656
agm2000000172,Ge,4,12,0.41124633,0.41124633,0.0,0.0649,1.4590651000000001,0.0018265247344970703
agm2000000174,Ge,4,2,0.41452259999999996,0.41452259999999996,0.0,0.2847,0.83222955,0.04565000534057617
agm2000000175,Ge,4,51,0.47793929999999996,0.47793929999999996,0.0,0.1246,0.6973718999999999,0.12121844291687012
agm2000000176,Ge,2,191,0.6001517,0.6001517,0.0,0.3871,0.45167723,7.390975952148438e-05
agm2000000177,Ge,1,123,0.6970039,0.6970039,0.0,0.6508,0.53006166,0.0071163177490234375
agm2000000197,I,4,55,0.038270853,0.038270853,1.0411,1.0977999999999999,-0.0135819,2.1599245071411133
agm2000000198,I,8,2,0.013159152,0.013159152,1.5630000000000002,1.6791,0.0,2.0150420665740967
agm2000000199,I,4,2,0.054970812,0.054970812,0.5172,0.5842,-0.09847199999999999,0.02778911590576172
agm2000000200,I,4,51,0.007919948000000001,0.007919948000000001,1.3501,1.4379,-0.0005859999999999999,2.253438949584961
agm2000000201,I,4,11,0.11148652,0.11148652,0.0,0.005200000000000001,3.3667536,0.048998355865478516
agm2000000203,I,8,83,0.015315495,0.015315495,1.5447000000000002,1.6991,-0.0001021,1.9805669784545898
agm2000000204,I,4,83,0.01612069,0.01612069,1.5708,1.6893,0.0,2.0144827365875244
agm2000000205,I,4,63,0.0,0.0,1.2629000000000001,1.3682,0.0,2.303380012512207
agm2000000206,In,8,12,0.21191439,0.21191439,0.0,0.0143,4.0655346,0.010498523712158203
agm2000000207,In,4,57,0.37008065,0.37008065,0.0,0.11620000000000001,2.5425950999999998,0.08190035820007324
agm2000000208,In,4,12,0.21358538,0.21358538,0.0,0.0158,2.4083984,0.02334451675415039
agm2000000209,In,4,67,0.20963079,0.20963079,0.0,0.028900000000000002,1.9048957999999998,0.008500814437866211
agm2000000210,In,4,11,0.36567563000000003,0.36567563000000003,0.0,0.22340000000000002,1.8314927,0.06253671646118164
agm2000000211,In,2,191,0.6487282,0.6487282,0.0,0.4167,1.1886985,0.01055145263671875
agm2000000212,In,1,123,0.508729,0.508729,0.0,0.0,0.8601114999999999,0.04029130935668945
agm2000000223,K,26,164,0.115476094,0.115476094,0.0,0.0002,25.274626,0.0009424686431884766
agm2000000224,K,4,6,0.23212332,0.23212332,0.0,0.009600000000000001,2.5219789,0.0021178722381591797
agm2000000225,K,4,67,0.127747,0.127747,0.0,0.42410000000000003,3.5337722,0.00555419921875
agm2000000227,K,4,35,0.2323172,0.2323172,0.0,0.0013000000000000002,3.496407,0.002210855484008789
agm2000000229,K,2,191,0.40075649999999996,0.40075649999999996,0.0001,0.0001,0.82233727,9.5367431640625e-07
agm2000000230,K,1,123,0.2778442,0.2778442,0.0,0.0,0.6397933,0.01581406593322754
agm2000000231,La,8,164,0.5022086,0.5022086,0.0,0.0432,11.109598,0.0007758140563964844
agm2000000232,La,4,51,0.5869789,0.5869789,0.0,0.0077,6.611778,0.011995315551757812
agm2000000236,La,2,191,2.0255928,2.0255928,0.0,0.0034000000000000002,4.155519,0.0003566741943359375
agm2000000237,La,1,123,1.4524093,1.4524093,0.0,0.0011,3.1962671,0.011952400207519531
agm2000000238,Li,4,67,0.28577116,0.28577116,0.0,0.0448,1.9147596,0.016865253448486328
agm2000000239,Li,4,51,0.25105903,0.25105903,0.0,0.179,2.3811078,0.014548301696777344
agm2000000241,Li,4,67,0.28092092,0.28092092,0.0,0.0043,2.7455347,0.008000850677490234
agm2000000243,Li,2,191,0.83593786,0.83593786,0.0,0.19740000000000002,0.9195762,1.7642974853515625e-05
agm2000000244,Li,1,123,0.57452124,0.57452124,0.0,0.0,0.8244129,0.06483268737792969
agm2000000245,Mg,26,164,0.30449614,0.30449614,0.0,0.0004,19.528225,0.0008578300476074219
agm2000000247,Mg,8,12,0.3846301,0.3846301,0.0,0.0038,3.1928613,0.0031201839447021484
agm2000000248,Mg,30,164,0.29722953,0.29722953,0.0,0.0001,9.731067,0.0007238388061523438
agm2000000249,Mg,4,191,0.5928589,0.5928589,0.0,0.0018000000000000002,2.8696159999999997,0.0008919239044189453
agm2000000250,Mg,4,67,0.31564206,0.31564206,0.0,0.22490000000000002,1.8874832,0.003342866897583008
agm2000000253,Mg,2,191,1.0311381,1.0311381,0.0,0.1043,1.4954565,0.05855274200439453
agm2000000254,Mg,1,123,0.82131225,0.82131225,0.0,0.7018,1.1166786,0.013072013854980469
agm2000000255,Mn,8,51,0.8016312,0.8016312,0.0,0.0005,11.070088,0.002132415771484375
agm2000000256,Mn,4,12,0.8631466999999999,0.8631466999999999,0.0,0.013600000000000001,3.127329,0.0004239082336425781
agm2000000257,Mn,4,129,1.2678896,1.2678896,0.0,0.0001,4.693892,0.0019345283508300781
agm2000000258,Mn,4,51,0.8021286999999999,0.8021286999999999,0.0,0.010100000000000001,5.541304,0.0011072158813476562
agm2000000260,Mn,2,191,2.7071465999999997,2.7071465999999997,0.0,0.031400000000000004,3.3724153,0.0032629966735839844
agm2000000261,Mn,1,123,2.0413358,2.0413358,0.0,0.09530000000000001,1.7049607999999998,0.00502777099609375
agm2000000262,Mo,8,117,1.2241182,1.2241182,0.0,0.007200000000000001,5.443352,0.002097606658935547
agm2000000263,Mo,4,67,1.1577721,1.1577721,0.0,0.0177,5.039493,0.003795623779296875
agm2000000264,Mo,4,11,1.5470505,1.5470505,0.0,0.0014,5.330936,0.004448413848876953
agm2000000267,Mo,2,191,3.0476522,3.0476522,0.0325,0.0325,1.725145,0.001392364501953125
agm2000000268,Mo,1,123,2.5211427,2.5211427,0.0,0.0767,1.5423629,0.0023283958435058594
agm2000000269,Na,8,12,0.16024394,0.16024394,0.0,0.0024000000000000002,4.195572,0.002852201461791992
agm2000000270,Na,4,67,0.16674894,0.16674894,0.0,0.0012000000000000001,3.146091,0.0006735324859619141
agm2000000271,Na,4,129,0.18452556,0.18452556,0.0,0.0014,2.2268116,0.0023453235626220703
agm2000000273,Na,4,59,0.29192308,0.29192308,0.0,0.006500000000000001,3.164832,0.06875324249267578
agm2000000274,Na,2,191,0.4829442,0.4829442,0.396,0.4249,0.7029744,1.0967254638671875e-05
agm2000000275,Na,1,123,0.33871403,0.33871403,0.0,0.0,0.6743538,0.19460153579711914
agm2000000276,Nb,4,67,0.9240225,0.9240225,0.0,0.0241,3.9162982,0.023044586181640625
agm2000000279,Nb,4,65,2.0361025,2.0361025,0.0,0.0095,5.730455,0.003399372100830078
agm2000000281,Nb,2,191,3.4508584,3.4508584,0.0,0.0,5.5170126,0.0053691864013671875
agm2000000282,Nb,1,123,2.3838913,2.3838913,0.0,0.0,0.7150795999999999,0.019960880279541016
agm2000000290,Ni,26,164,0.61809886,0.61809886,0.0,0.0002,46.2751,0.0004372596740722656
agm2000000291,Ni,8,12,0.7502002999999999,0.7502002999999999,0.0,0.013600000000000001,14.183616,0.001651763916015625
agm2000000292,Ni,4,129,0.82064253,0.82064253,0.0,0.0024000000000000002,7.8266587,0.0012412071228027344
agm2000000293,Ni,4,164,0.61821157,0.61821157,0.0,0.0047,7.295616,0.0016655921936035156
agm2000000296,Ni,15,10,0.8943685,0.8943685,0.0,0.0073,27.260984,0.00070953369140625
agm2000000297,Ni,2,191,1.9318192,1.9318192,0.0,0.0358,3.7084498,0.00037860870361328125
agm2000000298,Ni,1,123,1.5327435999999999,1.5327435999999999,0.0,0.0002,2.425545,0.0009579658508300781
agm2000000299,N2,4,11,0.0,0.0,0.0,0.9971000000000001,1.5242553,0.005504608154296875
agm2000000300,N2,4,2,0.0,0.0,0.0,1.1499,2.3187258,0.002475261688232422
agm2000000301,N2,4,1,0.0,0.0,7.2517,7.4066,0.0,4.547147750854492
agm2000000302,N2,4,1,0.0,0.0,7.3587,7.3635,0.0,4.551236152648926
agm2000000303,N2,2,191,0.0,0.0,0.0,0.1389,0.72940487,0.09250450134277344
agm2000000304,N2,1,47,0.0,0.0,0.0,0.0,0.45615762,0.0037419795989990234
agm2000000305,O2,4,10,0.072901845,0.072901845,0.5368,1.0341,-0.044224,0.09185600280761719
agm2000000306,O2,4,11,0.00107773,0.00107773,1.393,1.393,-0.0001196,1.2455835342407227
agm2000000307,O2,2,191,1.5373838,1.5373838,0.0,0.0001,1.4071248,0.000110626220703125
agm2000000308,O2,1,47,1.3294628,1.3294628,0.0,0.0001,0.6234400000000001,0.0005736351013183594
agm2000000316,Pd,26,164,0.5305004999999999,0.5305004999999999,0.0,0.0125,58.527367,0.0005633831024169922
agm2000000318,Pd,8,164,0.53681946,0.53681946,0.0,0.00030000000000000003,19.466377,0.0019116401672363281
agm2000000319,Pd,30,164,0.53256786,0.53256786,0.0,0.0,71.640144,0.0004944801330566406
agm2000000320,Pd,4,57,0.9829028,0.9829028,0.0,0.0126,8.360723,0.021371126174926758
agm2000000321,Pd,4,129,0.70282286,0.70282286,0.0,0.055900000000000005,9.017635,0.0005924701690673828
agm2000000322,Pd,4,59,0.9592516,0.9592516,0.0,0.0095,9.295349,0.0021882057189941406
agm2000000324,Pd,2,191,1.7510434,1.7510434,0.0,0.0,5.488788,0.006582736968994141
agm2000000325,Pd,1,123,1.372145,1.372145,0.0,0.020200000000000003,2.6513324,0.0008873939514160156
agm2000000333,P,8,2,0.26779437,0.26779437,0.0,0.0881,1.9591303,0.030793428421020508
agm2000000334,P,4,12,0.16788019999999998,0.16788019999999998,0.5428000000000001,1.0735000000000001,-0.039455199999999996,2.6517744064331055
agm2000000335,P,4,53,0.045083802000000006,0.045083802000000006,0.9005000000000001,0.9005000000000001,-0.0101035,3.4314165115356445
agm2000000336,P,4,129,0.5315772,0.5315772,0.0,0.0011,1.171246,0.009148120880126953
agm2000000337,P,4,1,3.5218556,3.5218556,1.9201000000000001,1.9327,0.0,9.202957153320312e-05
agm2000000338,P,4,59,0.13705093000000002,0.13705093000000002,0.42260000000000003,0.7003,0.0904238,2.5058860778808594
agm2000000339,P,2,191,0.757262,0.757262,0.0,0.2737,1.4927086,0.16909146308898926
agm2000000340,P,1,47,0.5439679,0.5439679,0.0,0.0,0.29955044000000003,0.07628393173217773
agm2000000360,Rb,4,6,0.20795582,0.20795582,0.0,0.019200000000000002,2.775113,0.0024335384368896484
agm2000000361,Rb,4,13,0.11743014,0.11743014,0.0,0.1092,3.267824,0.004488945007324219
agm2000000362,Rb,4,59,0.20897858,0.20897858,0.0,0.0001,4.4646683,0.003320455551147461
agm2000000365,Se,4,129,0.19817619,0.19817619,0.0,0.07830000000000001,3.790598,0.08386111259460449
agm2000000366,Se,4,51,0.16627869,0.16627869,0.0,0.1544,1.9400328,0.004402875900268555
agm2000000368,Se,2,191,0.5049372999999999,0.5049372999999999,0.0,0.0329,2.6358957,0.00010967254638671875
agm2000000369,Se,1,123,0.19914724,0.19914724,0.0,0.0017000000000000001,0.75791055,0.19182348251342773
agm2000000370,Si,8,129,0.46254385000000003,0.46254385000000003,0.0,0.0307,1.3843216,0.014603853225708008
agm2000000371,Si,4,57,0.6408659999999999,0.6408659999999999,0.0,0.3507,1.6343977,0.0076868534088134766
agm2000000372,Si,4,51,0.52588934,0.52588934,0.0,0.0376,1.2683564,0.0008487701416015625
agm2000000373,Si,4,12,0.52974707,0.52974707,0.0,0.0826,1.3982440999999999,0.018607378005981445
agm2000000374,Si,4,129,0.59488106,0.59488106,0.0,0.4006,0.7443917999999999,0.0036182403564453125
agm2000000375,Si,2,191,0.6573601,0.6573601,0.857,0.857,-0.027365999999999998,4.506111145019531e-05
agm2000000376,Si,1,123,0.91437864,0.91437864,0.0,0.1365,0.7216399,0.10333943367004395
agm2000000383,Sn,4,129,0.21121988,0.21121988,0.0,0.0011,2.058267,0.033242225646972656
agm2000000384,Sn,4,67,0.18764178,0.18764178,0.0,0.1645,0.96979254,0.01409912109375
agm2000000386,Sn,2,191,0.5966895999999999,0.5966895999999999,0.0,0.0001,1.0719471,0.13149571418762207
agm2000000387,Sn,1,123,0.5651514,0.5651514,0.0,0.033,0.7698872999999999,0.008480072021484375
agm2000000388,Sr,8,164,0.32991539999999997,0.32991539999999997,0.06380000000000001,0.1448,9.497926,0.03156304359436035
agm2000000389,Sr,4,129,0.37711057000000003,0.37711057000000003,0.1066,0.2101,4.112075,0.001495361328125
agm2000000392,Sr,4,191,0.6968329999999999,0.6968329999999999,0.0,0.0234,4.7813859999999995,0.005268573760986328
agm2000000394,Sr,2,191,1.1695039,1.1695039,0.0,0.21660000000000001,2.8678388999999997,0.002362489700317383
agm2000000395,Sr,1,123,0.8660941999999999,0.8660941999999999,0.1495,0.7429,1.6159981,0.010919332504272461
agm2000000396,S,4,51,0.07049193000000001,0.07049193000000001,1.6824,1.6824,0.0,1.9860954284667969
agm2000000397,S,4,7,0.34236807,0.34236807,0.0,0.1453,1.2199626,0.0015864372253417969
agm2000000398,S,4,2,0.087864935,0.087864935,2.1625,2.1765,0.0,3.9196441173553467
agm2000000400,S,2,191,0.8238643,0.8238643,0.0,0.00030000000000000003,2.240921,0.0020210742950439453
agm2000000401,S,1,123,0.49208254,0.49208254,0.0,0.5778,0.14409429999999998,0.36325955390930176
agm2000000416,Tc,8,12,1.1412839,1.1412839,0.0,0.0089,9.697146,0.004290103912353516
agm2000000417,Tc,4,129,1.3164066,1.3164066,0.0,0.0001,4.0943894,0.008925914764404297
agm2000000421,Tc,2,191,2.8028896,2.8028896,0.0,0.0002,3.886516,0.013317108154296875
agm2000000422,Tc,1,123,2.2564785,2.2564785,0.0,0.0,0.7755708,0.009427070617675781
agm2000000423,Te,4,129,0.13576299,0.13576299,0.0748,0.2378,3.4626784,0.13225817680358887
agm2000000426,Te,4,51,0.13159956,0.13159956,0.0,0.033600000000000005,2.583889,0.03916811943054199
agm2000000428,Te,2,191,0.46884349999999997,0.46884349999999997,0.0,0.0004,3.337291,0.00014472007751464844
agm2000000429,Te,1,123,0.1850164,0.1850164,0.0,0.24150000000000002,1.016439,0.033892154693603516
agm2000000430,Ti,8,129,0.79402226,0.79402226,0.0,0.0001,13.340248,0.0018734931945800781
agm2000000431,Ti,4,129,0.7932176,0.7932176,0.0,0.0403,6.4719143,0.008419990539550781
agm2000000435,Ti,2,191,2.9987018,2.9987018,0.0,0.0001,6.2043695,0.006871700286865234
agm2000000436,Ti,1,123,2.0487628,2.0487628,0.0,0.08560000000000001,1.7352595,0.006356716156005859
agm2000000451,V,26,2,1.0181278,1.0181278,0.0,0.022600000000000002,38.930496,0.0008587837219238281
agm2000000452,V,8,12,1.017686,1.017686,0.0,0.039400000000000004,14.717035,0.011293411254882812
agm2000000453,V,4,67,0.9174650999999999,0.9174650999999999,0.0,0.0067,4.35762,0.0012483596801757812
agm2000000455,V,4,10,1.9003142,1.9003142,0.0,0.09630000000000001,5.6479216,0.005954265594482422
agm2000000457,V,2,191,3.2942574000000002,3.2942574000000002,0.0,0.0002,6.500729,0.0044803619384765625
agm2000000458,V,1,123,2.1824062,2.1824062,0.0,0.0,1.9688658,0.005187034606933594
agm2000000466,Y,8,51,0.5813903,0.5813903,0.0,0.0017000000000000001,13.716243,0.00775909423828125
agm2000000467,Y,4,67,0.74441683,0.74441683,0.0,0.0108,10.417663,0.0005948543548583984
agm2000000471,Y,2,191,2.5846261999999998,2.5846261999999998,0.0,0.016,6.105696,0.2946140766143799
