jid,sk_gap,alignn_gap,dft_gap
cc-649,17.471634,5.213247776031494,8.242601007772224
cc-653,6.671621,4.45345401763916,7.00475504744223
cc-657,10.647393,4.637328147888184,8.028991625741218
cc-661,14.350616,4.653808116912842,10.170255609438016
cc-665,4.442868,2.944786548614502,5.337513412150546
cc-669,15.638287,5.978027820587158,9.218945546278276
cc-673,2.360407,4.498111248016357,4.1989890116184085
cc-677,0.174832,2.4350836277008057,2.4648073661615935
cc-681,3.190903,2.1887998580932617,4.267017477233377
cc-685,5.873914,1.8219490051269531,6.21154313837168
cc-689,5.324423,3.6048991680145264,5.887183414319503
cc-693,6.733362,3.5982401371002197,7.833885986357486
cc-697,11.213394,4.694090843200684,9.416228096561687
cc-701,5.526082,3.903095006942749,6.3312732378540275
cc-705,7.54652,2.6928069591522217,5.231933233516113
cc-709,5.446642,3.6555631160736084,8.75580775237156
cc-713,6.228868,4.705129623413086,7.314148509059113
cc-717,9.963292,3.998525857925415,6.852915512189618
cc-721,4.06431,3.1213395595550537,6.2912725000724254
cc-725,7.780659,2.927851676940918,7.434422836266381
cc-729,6.150429,3.928194999694824,6.993870492943836
cc-733,6.139386,4.076517105102539,6.934549670927582
cc-737,4.329176,3.748237371444702,5.401188055966158
cc-741,6.919995,4.369426727294922,8.720160836389313
cc-745,14.453054,4.764041423797607,9.134862362778172
cc-749,4.226617,2.659813404083252,3.958712471066334
cc-753,6.242496,3.6849000453948975,8.335936062595964
cc-757,13.05842,4.249319553375244,8.611315291405363
cc-764,2.148186,2.3339834213256836,4.42048969566075
cc-768,6.658995,4.5181779861450195,3.6612920193976852
cc-772,8.798879,2.700989246368408,7.2300653255590115
