comparison,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_metal_frac,pred_metal_frac,metal_gap_accuracy,TN_FP_FN_TP
DFT_vs_SK,1321,2.7055593486026743,7.705632717999957,0.5303828359388065,1.6154936194943161,5.779125522643688,0.001514004542013626,0.0,0.9984859954579863,"0,2,0,1319"
DFT_vs_ALIGNN,1321,3.275664446151823,7.752553932447008,-3.107051639138783,3.0126519130883134,5.101683649892108,0.001514004542013626,0.003028009084027252,0.9954579863739591,"0,2,4,1315"
SK_vs_ALIGNN,1321,3.9338675841891697,5.296939905971566,-3.637434475077589,2.5432051591796876,9.454813382720948,0.0,0.003028009084027252,0.9969719909159728,"0,0,4,1317"
