subset,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_mean,pred_mean,confusion_TN_FP_FN_TP,accuracy
all,587,0.5305865127118523,0.7173019281835833,0.4869058300703308,0.3961000886917114,1.0518652575302123,0.4662064735945485,0.9531123036648792,"12,131,4,440",0.7700170357751278
metals,143,0.6989102468984943,0.9733885543584204,0.6989102468984943,0.56516577167511,1.4222900390624997,0.0041776223776223845,0.7030878692761168,,
nonmetals,444,0.47637413886345187,0.6124350531040719,0.4186251282540527,0.3751354068517685,0.9755467396163937,0.6150130630630631,1.0336381913171158,,
