N,min,p05,median,mean,p95,max,std,n_negative,n_positive
470,-3.8003642559051514,-1.9588688135147092,-0.3844815492630005,-0.6165427127100052,0.23159887045621808,0.7071987986564636,0.7866764542711444,368,102
