jid,species,homo_raw,lumo_raw,hl_gap_hartree_eV,hl_gap_ev_eV,sk_bandgap_eV,excluded
cc-267,C7H8,-0.216990,0.000160,5.908953,0.217150,5.699767,
cc-271,C5H12O,-0.260120,0.076300,9.154455,0.336420,14.700272,
cc-275,C4H8O2,-0.235550,0.095980,9.021391,0.331530,12.545304,
cc-279,NaOCH3,-0.155030,-0.062520,2.517325,0.092510,5.291724,
cc-283,C5H12O,-0.261060,0.076860,9.195272,0.337920,14.728230,
cc-287,C4H8O2,-0.266630,0.016520,7.704904,0.283150,6.639529,
cc-291,C5H10O,-0.242650,0.090080,9.054045,0.332730,13.633053,
cc-295,NaCN,-0.235510,-0.072040,4.448245,0.163470,4.186583,
cc-299,HNCNH,-0.282420,0.025870,8.388998,0.308290,7.048718,
cc-303,CHNCH2,-0.276420,-0.014110,7.137819,0.262310,5.077986,
cc-307,C4H6,-0.238160,0.099300,9.182754,0.337460,8.295759,
cc-311,C8H6,-0.188290,-0.092360,2.610388,0.095930,1.873289,
cc-315,C10H8,-0.190390,-0.067140,3.353803,0.123250,2.761023,
cc-319,C8H14,-0.276730,0.068980,9.407248,0.345710,14.152170,
cc-323,C6H10,-0.260380,0.091800,9.583306,0.352180,10.750268,
cc-327,C3H3NO,-0.268490,-0.015170,6.893188,0.253320,5.221386,
cc-331,C4H4N2,-0.254820,-0.042500,5.777522,0.212320,4.076094,
cc-335,C3H6S3,-0.230420,0.000630,6.287191,0.231050,9.538798,
cc-339,C8H16,-0.284970,0.079590,9.920183,0.364560,14.524525,
cc-343,CH2NN,-0.220760,-0.047060,4.726618,0.173700,3.153889,
cc-347,CF2O,-0.353650,-0.017960,9.134590,0.335690,9.391584,
cc-351,CF3CHF2,-0.359610,0.078920,11.933009,0.438530,19.961132,
cc-355,C6H4F2,-0.246370,-0.013340,6.341069,0.233030,5.380449,
cc-359,CFClCClF,-0.258130,-0.016100,6.585972,0.242030,6.574254,
cc-363,NH2CN,-0.272630,0.034760,8.364508,0.307390,6.731846,
cc-367,CF3PH2,-0.294020,-0.005640,7.847220,0.288380,12.473385,
cc-371,C4H2,-0.258090,-0.020630,6.461616,0.237460,6.484474,
cc-375,CH2CO,-0.240480,-0.035940,5.565817,0.204540,4.905721,
cc-379,Cl2CS,-0.266400,-0.113200,4.168784,0.153200,4.067987,
cc-383,C3H2O2,-0.286810,-0.051080,6.414540,0.235730,6.117263,
cc-387,C2H4N2O2,-0.244020,-0.034170,5.710309,0.209850,4.345075,
cc-391,CH3CCCH3,-0.240600,0.068200,8.402876,0.308800,8.166042,
cc-395,C3H8O2,-0.244560,0.055800,8.173212,0.300360,14.190683,
cc-399,C4H8O2,-0.260180,0.091750,9.576503,0.351930,13.862723,
cc-403,HCNO,-0.270850,0.021080,7.943820,0.291930,7.523443,
cc-407,CH2(SH)CH(CH3)CH3,-0.231920,0.028010,7.073056,0.259930,10.228430,
cc-411,C5H6O,-0.212540,0.023300,6.417533,0.235840,5.420411,
cc-415,CH2ClCH2CH3,-0.290430,0.026810,8.632540,0.317240,10.296265,
cc-419,CH3NHNHCH3,-0.215380,0.084570,8.162055,0.299950,10.977531,
cc-423,CH3CH(CH3)ONO,-0.267730,-0.072420,5.314656,0.195310,2.275122,
cc-427,C5H11Cl,-0.288080,0.028300,8.609138,0.316380,10.224632,
cc-431,Zn(CH3)2,-0.245490,0.004910,6.813731,0.250400,6.464974,
cc-435,CH3COF,-0.305520,-0.013670,7.941643,0.291850,7.088363,
cc-439,CH2CHCHClCH3,-0.269320,-0.014410,6.936454,0.254910,6.447453,
cc-443,C5H12O,-0.259750,0.068190,8.923702,0.327940,14.104336,
cc-447,C7H16,-0.299840,0.087580,10.542235,0.387420,15.066666,
cc-451,CH2ClCHCHCH3,-0.258440,-0.010830,6.737811,0.247610,5.967227,
cc-455,CH3F,-0.332500,0.105770,11.925934,0.438270,20.885380,
cc-459,CH2CHNH2,-0.200660,0.051300,6.856181,0.251960,6.075536,
cc-463,CH3SeCH3,-0.203280,0.028320,6.302157,0.231600,8.829880,
cc-467,P(CH3)3,-0.219840,0.064490,7.737013,0.284330,11.593739,
cc-471,(CH3)3CC(CH3)3,-0.293700,0.072590,9.967259,0.366290,14.149112,
cc-475,C4H10O,-0.245150,0.085320,8.992547,0.330470,13.838206,
cc-479,C6H12O2,-0.263150,0.015500,7.582453,0.278650,6.291071,
cc-483,C5H6S,-0.226760,-0.002620,6.099160,0.224140,5.013405,
cc-487,C2H4F2,-0.323110,0.094760,11.370822,0.417870,18.021809,
cc-491,CH3SSCH3,-0.237220,-0.022310,5.847999,0.214910,8.151592,
cc-495,C5H5NO,-0.251510,-0.010150,6.567740,0.241360,5.252209,
cc-499,CH2CHSCHCH2,-0.211520,-0.005880,5.595749,0.205640,5.258649,
cc-503,C4H9ClO,-0.264200,0.024360,7.852118,0.288560,9.865332,
cc-507,C5H9N,-0.315360,0.042700,9.743309,0.358060,7.470283,
cc-511,C6H6,-0.210150,0.021090,6.292361,0.231240,5.609392,
cc-515,CH2D2,-0.389050,0.117900,13.794812,0.506950,21.279848,
cc-519,C4F6,-0.234210,-0.033990,5.448264,0.200220,4.671036,
cc-523,CH3OOCH3,-0.242620,0.032260,7.479866,0.274880,6.333842,
cc-527,C4H5NS,-0.240450,-0.021560,5.956300,0.218890,4.598654,
cc-531,CH2FCH2Cl,-0.307080,0.012880,8.706555,0.319960,10.459112,
cc-535,C5H8O,-0.243080,-0.009930,6.344335,0.233150,5.113587,
cc-539,C6H6,-0.218950,-0.047130,4.675460,0.171820,4.207500,
cc-543,H2CS,-0.233280,-0.094610,3.773403,0.138670,2.711311,
cc-547,C6H10,-0.256930,0.063810,8.727780,0.320740,8.745729,
cc-551,C6H8,-0.210070,-0.010200,5.438740,0.199870,4.460565,
cc-555,C5H4O2,-0.247920,-0.062110,5.056148,0.185810,3.721780,
cc-559,C4H6OS,-0.250730,-0.016500,6.373723,0.234230,5.129107,
cc-563,CD3Cl,-0.296450,0.025800,8.768869,0.322250,11.057435,
cc-567,C4H4,-0.183200,-0.047510,3.692313,0.135690,2.965471,
cc-571,C6H10,-0.233340,0.030700,7.184894,0.264040,6.050505,
cc-575,C4H10S2,-0.237660,0.021240,7.045028,0.258900,9.964724,
cc-579,BeO,-0.256050,-0.151790,2.837059,0.104260,5.891412,
cc-583,MgO,-0.213060,-0.137090,2.067249,0.075970,5.559657,
cc-587,NaOH,-0.168950,-0.061770,2.916516,0.107180,6.860677,
cc-591,ZnS,-0.226800,-0.153580,1.992418,0.073220,2.614233,
cc-595,C5H8O,-0.198630,0.046090,6.659170,0.244720,5.871806,
cc-599,CHBrF2,-0.301620,-0.020520,7.649121,0.281100,10.680125,
cc-603,Si2H6,-0.298640,0.020160,8.674990,0.318800,10.263929,
cc-607,CH3CHFCl,-0.304340,0.016900,8.741386,0.321240,10.887940,
cc-611,C5H10S,-0.231320,0.029450,7.095913,0.260770,10.330378,
cc-615,C4H6S,-0.213710,0.015960,6.249639,0.229670,5.213039,
cc-619,CH2NCH3,-0.251920,-0.002010,6.800398,0.249910,4.888596,
cc-623,NCN,-0.293110,-0.237210,1.521116,0.055900,7.648322,
cc-627,C3H7+,-0.602020,-0.262180,9.247518,0.339840,5.061134,
cc-631,CH2NH,-0.267980,-0.009490,7.033871,0.258490,5.057276,
cc-635,HCCl,-0.246230,-0.121320,3.398974,0.124910,1.973454,
cc-639,C2H+,-0.658830,-0.645660,0.358374,0.013170,7.675907,
cc-643,CH3OO+,-0.615210,-0.503460,3.040872,0.111750,11.487468,
cc-647,CH2CClCH2CH3,-0.252300,0.009340,7.119587,0.261640,6.530275,
cc-651,CF3+,-0.780450,-0.397360,10.424410,0.383090,32.326916,
cc-655,C3H6S3,-0.227360,-0.065610,4.401442,0.161750,3.839995,
cc-659,NH2CH2NH2,-0.220400,0.070060,7.903819,0.290460,13.973312,
cc-663,LiCN,-0.254320,-0.058170,5.337513,0.196150,4.442868,
cc-667,CH2,-0.243540,-0.121450,3.322238,0.122090,0.846351,
cc-671,COHCl,-0.315850,-0.058240,7.009925,0.257610,5.808447,
cc-675,C6H8,-0.210010,-0.043060,4.542941,0.166950,3.630905,
cc-679,C2H3+,-0.606890,-0.414710,5.229484,0.192180,4.281409,
cc-683,HCCF,-0.280300,0.071480,9.572421,0.351780,9.707117,
cc-687,H2CCCCH2,-0.239950,-0.050500,5.155197,0.189450,4.264349,
cc-691,C3H3+,-0.553410,-0.409420,3.918168,0.143990,5.302667,
cc-695,C4H6,-0.233950,0.028950,7.153873,0.262900,6.241467,
cc-699,CCl3-,-9.262590,0.136500,255.762268,9.399090,6.522230,outlier
cc-703,CH+,-0.721640,-0.544520,4.819681,0.177120,2.529914,
cc-707,NF2+,-0.772100,-0.554150,5.930722,0.217950,18.631237,
cc-711,C8H6,-0.192250,-0.051460,3.831091,0.140790,3.145721,
cc-715,C2H4N4,-0.284140,-0.016330,7.287481,0.267810,4.471344,
cc-719,CH3NNCH3,-0.215870,-0.037270,4.859954,0.178600,2.706840,
cc-723,CBr2,-0.259480,-0.132340,3.459656,0.127140,1.286988,
cc-727,C5H7N,-0.308580,0.027620,9.148468,0.336200,7.025482,
cc-731,CH3CSCH3,-0.215950,-0.070500,3.957896,0.145450,3.383846,
cc-735,C5H12S,-0.212640,0.045160,7.015095,0.257800,9.931820,
cc-739,H2NO3+,-0.634890,-0.376800,7.022987,0.258090,8.349277,
cc-743,C4H5NO,-0.253810,-0.008810,6.666790,0.245000,5.007342,
cc-747,C4H6,-0.251980,0.015160,7.269250,0.267140,6.646032,
cc-751,C2H4O3,-0.258690,0.013250,7.399864,0.271940,6.779483,
cc-755,CH3CHS,-0.223880,-0.079130,3.938848,0.144750,3.101725,
cc-759,C6H10,-0.238970,0.026430,7.221902,0.265400,6.160810,
cc-766,SO3,-0.347610,-0.108630,6.502977,0.238980,5.846656,
cc-770,LiBr,-0.234260,-0.060610,4.725257,0.173650,5.854888,
cc-774,HClO4,-0.341000,-0.089070,6.855365,0.251930,8.608657,
cc-778,SiO2,-0.338640,-0.130170,5.672758,0.208470,7.154420,
cc-782,ZnCl2,-0.321480,-0.069560,6.855092,0.251920,7.402114,
cc-786,NaBr,-0.213440,-0.075690,3.748368,0.137750,5.612095,
cc-790,NH3,-0.252310,0.078610,9.004792,0.330920,15.907745,
cc-794,KH,-0.153400,-0.050110,2.810664,0.103290,4.901736,
cc-798,SOCl2,-0.322020,-0.128900,5.255063,0.193120,5.713615,
cc-802,COHBr,-0.301150,-0.060510,6.548148,0.240640,5.580255,
cc-806,KBr,-0.190020,-0.065100,3.399246,0.124920,6.097409,
cc-810,O2,-0.250160,-0.179270,1.929015,0.070890,3.896687,
cc-814,HN3,-0.275850,-0.035550,6.538896,0.240300,4.851457,
cc-818,H2S,-0.261530,0.019570,7.649121,0.281100,14.367112,
cc-822,F2O,-0.330560,-0.087770,6.606652,0.242790,7.915917,
cc-826,ZnF2,-0.342220,-0.060240,7.673067,0.281980,8.642488,
cc-830,GeF4,-0.433770,-0.074610,9.773241,0.359160,19.651123,
cc-834,SeF6,-0.431950,-0.143000,7.862730,0.288950,19.695694,
cc-838,AsF3,-0.337700,-0.028210,8.421652,0.309490,12.493354,
cc-842,BeCl2,-0.337780,-0.005690,9.036629,0.332090,7.666987,
cc-846,D2O,-0.291190,0.062610,9.627388,0.353800,17.680656,
cc-850,FNO,-0.336300,-0.124730,5.757113,0.211570,2.760625,
cc-854,SiBr4,-0.303650,-0.066360,6.456990,0.237290,6.058942,
cc-858,ClF,-0.328540,-0.121480,5.634390,0.207060,7.387934,
cc-862,HClO3,-0.320340,-0.092890,6.189230,0.227450,6.237355,
cc-866,SO2Cl2,-0.352840,-0.151370,5.482278,0.201470,9.646741,
cc-870,C5H5NO,-0.237180,-0.090480,3.991910,0.146700,2.639083,
cc-874,C5H5NO,-0.246160,-0.084970,4.386203,0.161190,3.057392,
cc-878,C4H6OS,-0.184710,0.019620,5.560103,0.204330,5.520522,
cc-882,C3H4O2,-0.253690,-0.059700,5.278737,0.193990,4.325235,
cc-886,C2O4--,0.211850,0.470630,7.041763,0.258780,2.417015,
cc-890,CuCH3,-0.197870,-0.061400,3.713538,0.136470,2.521827,
cc-894,BrOCl,-0.280850,-0.144320,3.715171,0.136530,4.537247,
cc-898,CH3OH2+,-0.626350,-0.235560,10.633938,0.390790,3.210775,
cc-902,Na2CO3,-0.168940,-0.045410,3.361423,0.123530,6.490031,
cc-906,HOCHNH,-0.276490,0.022770,8.143279,0.299260,6.662689,
cc-910,NH3COOH+,-0.539650,-0.225640,8.544647,0.314010,6.562228,
cc-914,NF3H+,-0.736500,-0.287070,12.229613,0.449430,1.555764,
cc-918,N2O,-0.342240,-0.019160,8.791455,0.323080,6.603238,
cc-922,Cl3PO,-0.339840,-0.105090,6.387873,0.234750,12.708553,
cc-926,HBr,-0.301150,-0.006550,8.016474,0.294600,9.308454,
cc-930,CaCl2,-0.285920,-0.092720,5.257240,0.193200,7.177094,
cc-934,SiO,-0.309030,-0.069630,6.514406,0.239400,5.208192,
cc-938,NO+,-0.920990,-0.502700,11.382251,0.418290,5.443498,
cc-942,BCl3,-0.322870,-0.068720,6.915774,0.254150,5.979838,
cc-946,SCl2,-0.262550,-0.116560,3.972590,0.145990,6.150679,
cc-950,SiF+,-0.647150,-0.372740,7.467076,0.274410,5.568589,
cc-954,Cl2H+,-0.584310,-0.428960,4.227289,0.155350,10.565285,
cc-958,MgS,-0.205210,-0.144180,1.660711,0.061030,4.407521,
cc-962,NS-,0.117440,0.167020,1.349141,0.049580,3.049144,
cc-966,Li2O,-0.151370,-0.026950,3.385641,0.124420,7.123580,
cc-970,CCO,-0.261540,-0.205560,1.523293,0.055980,7.127059,
cc-974,Li2S,-0.156920,-0.042040,3.126044,0.114880,4.754887,
cc-978,Ga2H6,-0.314950,-0.051710,7.163125,0.263240,5.806615,
cc-982,CO3,-0.352860,-0.147150,5.597654,0.205710,3.705307,
cc-990,As4,-0.245050,-0.039510,5.593028,0.205540,3.603287,
cc-994,H2F+,-0.864060,-0.331650,14.487614,0.532410,1.913744,
cc-998,AlS+,-0.496550,-0.446340,1.366284,0.050210,2.561959,
cc-1002,PS-,0.068720,0.098920,0.821784,0.030200,2.391752,
cc-1006,HCO2-,0.010630,0.304190,7.988175,0.293560,6.338496,
cc-1010,GeC,-0.241860,-0.195190,1.269955,0.046670,2.114985,
cc-1014,BO-,0.062370,0.320810,7.032511,0.258440,4.235736,
cc-1018,Ca2,-0.140620,-0.050530,2.451474,0.090090,1.812853,
cc-1022,S3,-0.271860,-0.174330,2.653927,0.097530,0.952127,
cc-1026,BH3CO,-0.336870,-0.057700,7.596603,0.279170,6.694990,
cc-1030,P2H4,-0.261490,-0.011840,6.793323,0.249650,8.103907,
cc-1034,Fe(CO)5,-0.251170,-0.050360,5.464318,0.200810,4.740888,
cc-1038,SiH3Cl,-0.317750,-0.012990,8.292942,0.304760,12.360799,
cc-1042,CuH,-0.191180,-0.071890,3.246046,0.119290,2.549251,
cc-1046,FNS,-0.278120,-0.151530,3.444689,0.126590,1.710349,
cc-1050,GaH3,-0.310970,-0.077970,6.340253,0.233000,5.045923,
cc-1054,BeF-,0.093600,0.249040,4.229738,0.155440,7.536292,
cc-1058,BeS,-0.238770,-0.152000,2.361132,0.086770,2.993500,
cc-1062,B2Cl4,-0.305400,-0.079650,6.142970,0.225750,4.934088,
cc-1066,SOF4,-0.365460,-0.091320,7.459729,0.274140,13.427168,
cc-1070,PH2-,0.076570,0.280630,5.552755,0.204060,11.331881,
cc-1074,GeH3+,-0.631040,-0.384170,6.717675,0.246870,4.849649,
cc-1078,SeO3,-0.345090,-0.140530,5.566361,0.204560,5.677302,
cc-1082,NH2+,-0.742550,-0.609190,3.628910,0.133360,10.452942,
cc-1086,SiH+,-0.560010,-0.396320,4.454232,0.163690,3.640890,
cc-1090,SF2,-0.250010,-0.063810,5.066760,0.186200,9.212201,
cc-1094,HPO,-0.262040,-0.119940,3.866738,0.142100,3.057439,
cc-1098,BO2+,-0.720140,-0.661590,1.593227,0.058550,8.756446,
cc-1102,F3NO,-0.390440,-0.071150,8.688324,0.319290,13.267059,
cc-1106,HOClO,-0.250020,-0.092270,4.292596,0.157750,4.483332,
cc-1110,HSe+,-0.567640,-0.541390,0.714299,0.026250,9.092157,
cc-1114,B2F4,-0.344270,-0.075250,7.320407,0.269020,4.497915,
cc-1118,PH,-0.207430,-0.174670,0.891445,0.032760,13.731565,
cc-1122,ScF,-0.175430,-0.105600,1.900171,0.069830,0.604010,
cc-1126,PO4---,0.448250,0.776500,8.932138,0.328250,13.561366,
cc-1130,DF,-0.376230,0.061650,11.915322,0.437880,25.645641,
cc-1134,B2,-0.202840,-0.152060,1.381794,0.050780,1.066841,
cc-1138,CaH+,-0.421690,-0.284680,3.728232,0.137010,1.757559,
cc-1142,AlH2+,-0.589850,-0.310950,7.589256,0.278900,6.825607,
cc-1146,ClONO2,-0.319460,-0.110430,5.687996,0.209030,5.369604,
cc-1150,ClO4-,-0.078650,0.243200,8.757985,0.321850,11.771027,
cc-1154,C9H8,-0.196250,-0.017520,4.863491,0.178730,4.414926,
cc-1158,MgF+,-0.556010,-0.379680,4.798184,0.176330,7.575259,
cc-1162,ClO+,-0.634030,-0.578840,1.501796,0.055190,11.861724,
cc-1166,HBNH,-0.288140,0.049740,9.194183,0.337880,7.481737,
cc-1170,N2H2,-0.241830,-0.053040,5.137238,0.188790,1.850925,
cc-1174,C4H10O,-0.261260,0.072230,9.074725,0.333490,14.149092,
cc-1178,SF+,-0.593410,-0.552410,1.115667,0.041000,13.195948,
cc-1182,C3H5OH,-0.254670,0.081570,9.149557,0.336240,11.454924,
cc-1186,C2H4N4,-0.283540,-0.017920,7.227888,0.265620,4.359949,
cc-1190,LiBH4,-0.292920,-0.053550,6.513590,0.239370,5.510184,
cc-1194,CH3NH3+,-0.629250,-0.187660,12.016276,0.441590,1.063956,
cc-1198,ClOO+,-7.60632,,,,3.329251,null_homo_lumo
cc-1202,FHF-,-0.008740,0.513750,14.217677,0.522490,0.545362,
cc-1206,N2H5+,-0.516890,-0.196960,8.705739,0.319930,3.247970,
cc-1210,C5H9N,-0.314480,0.037570,9.579769,0.352050,7.303877,
cc-1214,HOCH,-0.212700,-0.045680,4.544846,0.167020,2.182286,
cc-1218,C6H10,-0.216600,-0.013330,5.531258,0.203270,4.504602,
cc-1222,GeO,-0.299360,-0.079530,5.981879,0.219830,3.922070,
cc-1226,H2CSH+,-0.607810,-0.370230,6.464881,0.237580,11.653319,
cc-1230,FClO,-0.273180,-0.132960,3.815581,0.140220,4.641766,
cc-1234,ClO3-,-0.029290,0.268810,8.111714,0.298100,10.495177,
cc-1238,C6H6O,-0.237170,-0.070700,4.529879,0.166470,3.650647,
cc-1242,S2N2,-0.280880,-0.090200,5.188667,0.190680,2.266687,
cc-1246,K2,-0.106320,-0.051650,1.487646,0.054670,0.778927,
cc-1250,H2POH,-0.256520,-0.005780,6.822983,0.250740,11.067429,
cc-1254,C5H7N,-0.270300,-0.041550,6.224605,0.228750,4.897616,
cc-1258,C3H6O,-0.220500,0.045220,7.230610,0.265720,6.520337,
cc-1263,C4H5NO,-0.262630,-0.006690,6.964482,0.255940,5.291735,
cc-1267,ScH,-0.166150,-0.084960,2.209292,0.081190,0.697322,
cc-1271,NH2NO,-0.236400,-0.043160,5.258328,0.193240,2.684079,
cc-1275,NNH+,-0.811010,-0.388500,11.497083,0.422510,6.856143,
cc-1279,C2H6N2O2,-0.203480,-0.045900,4.287970,0.157580,3.397747,
cc-1283,NaAl,-0.127120,-0.069580,1.565743,0.057540,1.244714,
cc-1287,ScH3,-0.269760,-0.101600,4.575867,0.168160,4.235366,
cc-1291,HCCNH2,-0.216190,0.062220,7.575922,0.278410,7.552179,
cc-1295,NNS,-0.283260,-0.058380,6.119297,0.224880,4.793814,
cc-1299,ONNO,-0.211360,-0.125490,2.336642,0.085870,0.509073,
cc-1304,C2H4O2,-0.251630,0.050740,8.227907,0.302370,12.280262,
cc-1308,COH+,-0.699340,-0.369840,8.966152,0.329500,7.115780,
cc-1312,CH3BO,-0.334350,0.041430,10.225495,0.375780,7.991014,
cc-1316,BrONO,-0.292040,-0.110350,4.944037,0.181690,2.430012,
cc-1320,HNNO+,-0.664960,-0.390200,7.476600,0.274760,0.918986,
cc-1324,ZnCH2,-0.193180,-0.105410,2.388343,0.087770,1.769346,
cc-1328,CN2,-0.318200,-0.127120,5.199552,0.191080,1.707730,
cc-1332,BeCO3,-0.289900,-0.126240,4.453415,0.163660,5.859292,
cc-1336,C4H6N+,-0.484130,-0.279720,5.562279,0.204410,3.657286,
