threshold_eV_per_atom,count_within,fraction
0.005,5644,0.04885099753321504
0.01,11378,0.09848097978967413
0.02,22633,0.19589734712424806
0.05,51916,0.44935300991041677
0.1,77794,0.6733370840005193
0.2,96140,0.8321287921409097
0.3,106546,0.9221967369195482
0.5,114528,0.9912840264854806
1.0,115525,0.9999134461418617
