N,min,p05,median,mean,p95,max,std,n_negative,n_positive
4827,-3.422663450241089,-1.2610235571861268,-0.3677549660205841,-0.4508151263214674,0.02507716119289396,0.3089759349822998,0.41847481915382884,4478,349
