N,min,p05,median,mean,p95,max,std,n_negative,n_positive
487,-4.092255592346191,-2.1732609987258913,-0.35110175609588623,-0.5349994020142594,0.21934916973114013,0.9003215432167053,0.7841778875161884,348,139
