N,min,p05,median,mean,p95,max,std,n_negative,n_positive
4827,-3.212273120880127,-1.2702553391456604,-0.3681030869483948,-0.4483566764153282,0.023492413759231508,0.49903666973114014,0.41292768280142955,4481,346
