threshold_eV_per_atom,count_within,fraction
0.005,209701,0.04671134331782607
0.01,409286,0.09116932614140973
0.02,767187,0.17089253435116203
0.05,1573940,0.35059847927124416
0.1,2458146,0.5475572445116661
0.2,3377413,0.7523259219988885
0.3,3775694,0.8410438610071291
0.5,4117495,0.9171807600079745
1.0,4405141,0.9812545176915306
