id,formula,e_form,dft_bandgap_eV,dft_bandgap_dir_eV,sk_bandgap_eV
agm003160766,Ag,0.0,0.0,0.0,0.013144969940185547
agm005595355,Ag2BPd6,-0.16859463,0.0,0.0,0.0007183551788330078
agm005837994,Ag2Cl3O,-0.73038685,0.2849,0.3522,0.0007419586181640625
agm003285687,Ag2F13,-0.7965639999999999,0.0,0.0063,0.0002655982971191406
agm003212036,Ag2GeS3,-0.54890174,0.4958,0.6297,1.0362756252288818
agm003280610,Ag2H4(SO4)3,-1.575915,2.9793000000000003,3.1516,3.321657657623291
agm003201949,Ag2O,-0.30882144,0.0,0.0,1.344580888748169
agm003485104,Ag2PdBr6,-0.27286875,0.3599,0.40990000000000004,0.8864290714263916
agm005636729,Ag2(PO3)3,-2.0578306,0.0,0.0,0.00022602081298828125
agm003485362,Ag2RuCl6,-0.8718014,0.0,0.0092,0.0001125335693359375
agm005963514,Ag2SbPd5,-0.23836143,0.0,0.0,0.003714323043823242
agm003215772,Ag2SeO4,-0.8375180999999999,0.4393,0.6094,1.7567143440246582
agm002182144,Ag2SnS3,-0.5618823,0.1885,0.1885,2.321582555770874
agm002132834,Ag2Te,-0.052984226,0.0,0.0673,0.003763437271118164
agm002185318,Ag2TeSe3,-0.044794112000000004,0.8273,0.8273,2.5600390434265137
agm004662755,Ag3As(IF3)2,-1.5849897,1.9867,2.0435,4.334778785705566
agm003283685,Ag3AsSe3,-0.10686646400000001,0.8537,0.8537,1.245140552520752
agm003304729,Ag3(ClF)2,-1.050655,0.0,0.0,0.0014829635620117188
agm004662208,Ag3Mo(BrF3)2,-1.7173066000000001,1.256,1.318,7.2479248046875e-05
agm003216291,Ag3P11,-0.021616293,0.8281000000000001,1.1906,2.2747962474823
agm003219711,Ag3PO4,-1.4113891,0.7000000000000001,0.8162,1.0980572700500488
agm004662786,Ag3Rh(ClF3)2,-1.4365944,0.0,0.0111,0.0009694099426269531
agm004662625,Ag3Ru(ClF3)2,-1.5568448,0.0971,0.2315,0.00039505958557128906
agm004662768,Ag3Sb(ClF3)2,-1.8474053,1.6684,1.6688,3.7725045680999756
agm003710536,Ag3SeF,-0.56433654,0.0426,0.0426,0.0012903213500976562
agm003229294,Ag3SnP7,-0.044810526,0.5728,0.7473000000000001,1.4603686332702637
agm003248098,Ag4TeO5,-0.7749296,0.0,0.0086,0.6211771965026855
agm005538410,Ag5Cl7,-0.7472428,0.0,0.0286,0.0015940666198730469
agm005536725,Ag5Pd4,-0.04133483,0.0,0.0,0.00031757354736328125
agm003229251,Ag5PSeO4,-1.0922886,0.3124,0.6567000000000001,0.13942813873291016
agm005537270,Ag6F5,-1.098694,0.0,0.0,0.0011301040649414062
agm006114290,Ag6MoCl12,-0.924612,0.0339,0.11470000000000001,0.3733987808227539
agm006092382,Ag6RuCl12,-0.81654453,0.0,0.0244,0.0013823509216308594
agm003277834,Ag7PSe6,-0.099846184,0.43610000000000004,0.43610000000000004,1.368211269378662
agm005633318,Ag8Se3Cl2,-0.27320367,0.9442,1.3917,1.5958940982818604
agm003239638,AgAs3H2O9,-1.4414226,0.7505000000000001,0.8007000000000001,3.6173577308654785
agm002181400,AgAsS2,-0.44901294,1.5922,1.5922,3.314615488052368
agm003232958,AgBF4,-2.5933888,3.044,3.044,3.381075143814087
agm005774860,Ag(BrCl3)2,-0.5066193,0.0,0.0004,4.38690185546875e-05
agm005709548,AgBrN2,-0.31851938,1.7212,1.7212,2.5288329124450684
agm002143356,AgCl,-0.7385436999999999,1.3255,1.3255,2.881260633468628
agm005832357,Ag(ClO)2,-0.70379674,0.0,0.1748,1.049041748046875e-05
agm005543149,AgF3,-1.3473116,0.0,0.0081,7.915496826171875e-05
agm005857010,AgH2F3,-1.6794460999999998,2.2331,2.2937,3.035012722015381
agm001234387,AgH4NCl3,-0.8437781,0.0,0.0,0.014222383499145508
agm002492905,AgHPd3,-0.09489829,0.0,0.3523,0.00864863395690918
agm003275846,AgI3O8,-0.74420947,2.1971,2.21,3.5110557079315186
agm003247399,AgIO3,-0.7048943999999999,2.3961,2.491,1.8874597549438477
agm005738262,AgMoF5,-2.4014587,1.9433,1.9699,0.011779069900512695
agm005709638,AgN2F,-0.7180044999999999,0.9273,2.0301,1.8007283210754395
agm003247380,AgNO3,-0.7618174,1.792,1.792,2.0663180351257324
agm005862871,AgO4F,-0.7803443999999999,0.1573,0.3583,0.745215892791748
agm004975649,AgP2HO6,-2.0770648,2.7548,2.9055,2.750098943710327
agm003263067,AgPdO2,-0.65129256,0.042300000000000004,0.5649000000000001,0.0011782646179199219
agm003497925,Ag(PO3)2,-2.0903852,0.0,0.0001,0.0005903244018554688
agm003138620,AgRhS2,-0.67049164,0.7017,1.012,1.3751051425933838
agm003244963,AgRuF7,-1.8784862,0.10260000000000001,0.10260000000000001,2.288818359375e-05
agm003250142,AgS2(O3F)2,-1.7993478,0.1807,0.1807,0.0020537376403808594
agm005786607,AgS5Cl,-0.57246673,1.5787,1.6301,3.49995493888855
agm002148247,AgSbF6,-2.3974173,1.4989,1.5003000000000002,3.153822183609009
agm003136848,AgSbS2,-0.52175677,1.3866,1.4839,2.749769687652588
agm005077971,AgSbTeO6,-1.4418226,0.1968,0.1968,1.60557222366333
agm005710004,AgSeN2,-0.12787205000000001,0.0,0.001,0.0006399154663085938
agm003263846,AgSnF6,-2.2850115,0.4051,0.5309,0.002861499786376953
agm005595771,AgTe2Cl,-0.40160477,1.1031,1.3149,2.1785616874694824
agm003227012,AgTeO3,-1.1252707,1.1737,1.2494,1.6694602966308594
agm005540112,Al12Cr,-0.07413545,0.0,0.0,0.006310939788818359
agm005253834,Al13Fe4,-0.33058387,0.0,0.0,0.002795696258544922
agm003278573,Al23V4,-0.17329465,0.065,0.09390000000000001,0.0013551712036132812
agm003279787,Al2B3HO8,-2.9289806,5.5642,5.5667,6.960981369018555
agm003515010,Al2CdI8,-0.6359121999999999,2.4104,2.4273,5.140011787414551
agm003258427,Al2CdTe4,-0.46594357000000003,1.6369,1.6369,4.711655139923096
agm002633560,Al2CoRu,-0.65210754,0.0,0.0,0.0011620521545410156
agm005727355,Al2CrFe3,-0.26673773,0.0,0.0078000000000000005,0.0045299530029296875
agm003278420,Al2Cu,-0.17811778,0.0,0.0,0.058867454528808594
agm005763594,Al2CuPd6,-0.5969683,0.0,0.0,0.0028684139251708984
agm005947990,Al2Fe5Si,-0.33453187,0.0,0.0219,0.0027403831481933594
agm003186197,Al2FeNi,-0.5344329999999999,0.0,0.002,0.0011224746704101562
agm003521609,Al2GeBr8,-0.9651584999999999,3.5225,3.568,3.2750496864318848
agm005861860,Al2GeO5,-2.9457402,3.6292,3.6292,7.888147354125977
agm005234922,Al2H16S3O20,-1.8435484,5.535,5.5353,10.622260093688965
agm005235580,Al2NiO4,-2.7200944,3.4732,3.4732,0.000133514404296875
agm002133281,Al2PdBr8,-0.8922504,1.4796,1.4805000000000001,1.9710114002227783
agm003203223,Al2Ru,-0.7198353,0.0756,1.2014,0.02116703987121582
agm003242444,Al2(SeO4)3,-1.7614777,3.0996,3.0996,8.949767112731934
agm003219935,Al2SiNi5,-0.57447183,0.0,0.013800000000000002,0.0021924972534179688
agm005707820,Al2SiRu3,-0.71407783,0.0,0.0058000000000000005,0.0029633045196533203
agm005855357,Al2SnI8,-0.6331992,2.8528000000000002,2.8918,2.8920276165008545
agm003249816,Al2Te2Cl7,-1.5685872,1.4381,1.4429,1.410017967224121
agm002133608,Al2TeS2,-1.1366733,2.7125,2.8241,6.686000347137451
agm003524374,Al2VBr8,-1.0224044,1.2638,1.3067,0.000255584716796875
agm003211658,Al2VNi9,-0.39801678,0.0,0.0,0.002560138702392578
agm003215393,Al2ZnS4,-1.3959742,2.5143,2.5196,3.921422004699707
agm003206366,Al3BC,-0.09993484,0.6058,1.5581,2.2359566688537598
agm003269268,Al3Cr,-0.14688596,0.0,0.0,0.004697084426879883
agm005774094,Al3CuRu2,-0.61725074,0.0,0.0193,0.002275228500366211
agm005791749,Al3FeRh2,-0.8559855,0.0,0.0,0.002891063690185547
agm005983361,Al3GaRu4,-0.5803334,0.0,0.0008,0.0012311935424804688
agm003238561,Al3(Ni10B3)2,-0.39998537,0.0,0.0,0.003284931182861328
agm005774152,Al3NiRu2,-0.7367766,0.0,0.0,0.00316619873046875
agm003250804,Al3Si3Ag4IO12,-2.5121205,2.3628,2.3791,2.918595790863037
agm005867715,Al3V12Co,-0.16131634,0.0,0.003,0.0005159378051757812
agm003250794,Al3(V3C2)4,-0.54366124,0.0,0.0,0.0019249916076660156
agm003283722,Al4(B2O5)3,-3.0856483,5.8171,5.9881,7.008237838745117
agm003222521,Al4CO4,-2.5983155,3.8298,3.9362,6.895253658294678
agm005920780,Al4CuRu3,-0.64330167,0.0,0.0,0.007509946823120117
agm005902096,Al4GaPd,-0.33281046000000003,0.0,0.0921,0.0018644332885742188
agm005922394,Al4RuRh3,-1.0290008,0.0,0.0,0.004833221435546875
agm005274791,Al53Fe17Si12,-0.31426656000000003,0.0,0.0,0.003433704376220703
agm003643039,Al5Co4Cu,-0.5303514,0.0,0.0558,0.0010957717895507812
agm003215831,Al5CuS8,-1.3763978,1.4273,1.4759,3.4796013832092285
agm006101083,Al5GaCo6,-0.5527558,0.0,0.0063,0.0045871734619140625
agm003209248,Al5Mo,-0.25042939999999997,0.0,0.0,0.008250713348388672
agm006072575,Al5SiRu6,-0.6939288,0.0,0.0,0.004115104675292969
agm003283822,Al6B5(O5F)3,-3.2774312,6.1358,6.1731,7.5665130615234375
agm003206886,Al6CoCu3,-0.30147666,0.0,0.0,0.009832143783569336
agm006134299,Al6FeRh5,-0.9793955999999999,0.0,0.0,0.0007152557373046875
agm006132490,Al6Ru5Rh,-0.7489329,0.0,0.0,0.001957416534423828
agm003248092,Al7Cu2Rh,-0.3802511,0.0,0.0,0.006419181823730469
agm003229253,Al9Co2,-0.33460444,0.0,0.0,0.008185863494873047
agm002134362,AlAg2,-0.06834539,0.0,0.0,0.005897998809814453
agm003740504,AlAgBr4,-0.8846575600000001,3.0304,3.153,4.090670585632324
agm003206729,AlAg(PSe3)2,-0.3103082,1.2834,1.2955,3.425910711288452
agm002787364,AlAgTe2,-0.35596666,1.0528,1.0528,2.1560091972351074
agm002302706,AlAsO3,-2.534981,4.0657,4.5875,7.229226589202881
agm005134218,AlB2Mo2Ru5,-0.38167155,0.0,0.0007,0.005711078643798828
agm005249071,AlBrO,-2.3954735,3.0261,3.0261,6.18776798248291
agm001811279,AlCdPd2,-0.69796455,0.0,0.0,0.00028514862060546875
agm003274151,AlClO,-2.7811399,5.6019,5.8534,8.43868350982666
agm003264181,AlCr3B4,-0.45749724,0.0,0.0,0.002148866653442383
agm003260623,AlCr4GaC2,-0.16811019,0.0,0.0001,0.0055675506591796875
agm003216255,AlCrFeO4,-2.5912845,2.347,2.5399000000000003,0.002284526824951172
agm003161252,AlCrTc,-0.30152652,0.0,0.0238,0.0003826618194580078
agm003263256,AlCu3,-0.19258739,0.0,0.14100000000000001,0.009020090103149414
agm003264494,AlCu7,-0.10499760500000001,0.0,0.0,0.02872633934020996
agm002134681,AlCuI4,-0.5043918,2.5243,2.5243,3.622013807296753
agm005749746,Al(CuPd3)2,-0.35803875,0.0,0.0,0.000990152359008789
agm002789988,AlCuTe2,-0.34104672,1.0177,1.0177,2.0798392295837402
agm003186198,AlFe2Si,-0.46763542,0.0,0.0,0.032244205474853516
agm005138440,AlFe5(BMo)2,-0.32869157,0.0,0.0015,0.0005068778991699219
agm002634814,AlFeCo2,-0.35846767,0.0,0.0,0.006150722503662109
agm003241714,AlFePO5,-2.8024253999999997,3.5464,3.5464,0.23480844497680664
agm005754828,AlGaBr4,-0.9470455999999999,3.8631,3.8655,4.078521251678467
agm005920010,Al(GaNi)2,-0.48579669999999997,0.0,0.0,0.009518861770629883
agm005078038,AlGaTeO6,-2.2658415,1.326,1.326,4.132253170013428
agm002134828,AlGeTe,-0.28364155,0.6297,0.6297,2.957583427429199
agm003249918,AlH12(ClO2)3,-1.5583420000000001,5.1532,5.1532,10.625011444091797
agm003279714,AlH15N5Cl3,-0.9125294700000001,4.8093,4.8093,8.628883361816406
agm003219627,AlH3,-0.12004521500000001,3.2407,3.4365,2.8563520908355713
agm003241271,AlH5(SeO4)2,-1.6494917,4.405,4.5318000000000005,7.9898529052734375
agm005279667,AlH6N2F3,-1.7099351,6.0108,6.0108,10.563146591186523
agm003069319,AlHSe2,-0.57640207,3.0181,3.2265,4.940865516662598
agm003219926,AlICl6,-1.3046176,2.2532,2.2871,4.687169551849365
agm003232947,AlInI4,-0.6241263,3.0101,3.0101,3.410968542098999
agm003239301,AlInSe3,-0.7040822999999999,1.6479,1.6882000000000001,3.0462429523468018
agm003264305,AlMo3,-0.25259793,0.0,0.0,0.005537509918212891
agm006022985,AlNi15Ge4,-0.31766233,0.0,0.0,0.000888824462890625
agm005257879,AlNi4Ge,-0.41991204,0.0,0.0219,0.013482093811035156
agm003280591,AlNiH16N(OF)6,-1.7424297,5.3059,5.316,0.15788698196411133
agm005223334,AlP2H12N3O8,-1.6477711,4.7851,4.801,10.486869812011719
agm003263477,AlPd,-0.9087654,0.0,0.0,0.005235433578491211
agm005257214,AlPH8(CCl2)2,-0.8634242,5.4165,5.4177,13.401914596557617
agm002135119,AlPPd5,-0.6461150999999999,0.0,0.0,0.0066678524017333984
agm002250347,AlRh7,-0.27816844,0.0,0.0,0.0027837753295898438
agm005548517,AlS8,-0.6990795,0.0,0.0,0.01512289047241211
agm002363866,AlSbO3,-2.6079008999999997,3.2015000000000002,3.8596,5.81471586227417
agm002197525,AlSCl,-1.7001187999999998,4.1174,4.1593,8.168972969055176
agm002250476,AlSeBr,-0.9952314999999999,3.134,3.1342,5.001265525817871
agm005220381,Al(SeCl)4,-1.0293325,1.1626,1.1626,1.198960781097412
agm003639248,AlSi4Ru5,-0.6929529999999999,0.0,0.0,0.0028083324432373047
agm003263145,AlSiNi2,-0.58651704,0.0,0.0081,0.005263805389404297
agm003206398,AlSiTe3,-0.26914725,1.2959,1.3953,3.654446601867676
agm002135575,AlTe,-0.38586167,1.8788,1.9737,3.1975741386413574
agm003244343,AlTeCl7,-1.4881809,3.2574,3.2574,5.597230434417725
agm002139844,AlV2C,-0.52132165,0.0,0.0,0.0005555152893066406
agm003772022,AlV6Ga,-0.16894384,0.0,0.0273,0.0020799636840820312
agm002635507,AlVCo2,-0.42005306000000003,0.0,0.1487,0.0059680938720703125
agm003772000,AlVNi6,-0.36789346,0.0,0.0,0.0036535263061523438
agm003213394,Al(VS2)4,-1.3897883,0.0,0.1431,0.006914615631103516
agm004872651,AlZn2CuSe4,-0.6724511400000001,0.8395,0.8395,1.7583286762237549
agm005191248,AlZnAsS,-0.81598264,1.1895,1.1895,2.9125404357910156
agm003186225,AlZnRh2,-0.7978482,0.0,0.0,0.002188444137573242
agm003285692,As2F13,-1.9816663,0.0,0.0045000000000000005,0.0007352828979492188
agm003210853,As2Pd,-0.32628086,0.0,0.0572,2.168123245239258
agm003276710,As2S2O9,-1.7862277999999998,4.0877,4.16,7.219440460205078
agm001819774,As3H5Pd12,-0.26625937,0.0,0.0,0.0013523101806640625
agm003217250,As4PRh10,-0.53795123,0.0,0.0,0.0011882781982421875
agm003249847,AsBrOF8,-1.8482001000000001,3.379,3.3798,7.217623233795166
agm002142643,AsCl3,-1.1658707,3.9042,3.9042,7.211155414581299
agm003249919,AsClOF8,-1.8457873999999999,3.0917,3.0917,9.250335693359375
agm003279934,AsH18N3O7,-1.1241509,4.1806,4.2025,12.710515975952148
agm003233184,AsI5F6,-1.449384,1.4586999999999999,1.4604,2.365586757659912
agm003188920,AsN,-0.17817262,1.6095000000000002,1.9147,1.6929316520690918
agm002169181,AsO2,-1.5919411,3.1696,3.261,6.7670674324035645
agm002254089,AsPd5,-0.2609029,0.0,0.0061,0.0017616748809814453
agm005997689,As(PO3)3,-2.3511667,4.3835,4.4713,5.596826076507568
agm002183008,AsRhS,-0.8458901999999999,1.2754,1.5897000000000001,2.9207091331481934
agm005264599,AsS,-0.47147202,1.9866000000000001,2.0463,3.9691050052642822
agm005786751,AsS5Cl,-0.7020002,2.4074,2.4138,5.342094421386719
agm003249852,AsS(BrF2)3,-1.6672093000000001,2.5173,2.5624000000000002,5.002216339111328
agm003283671,AsSeBr,-0.28614658,1.1191,1.3709,0.9772357940673828
agm005958923,As(SeN)2,-0.14850704,0.0,0.0,0.0009610652923583984
agm005287424,B10H13I,-0.1732909,2.4106,2.4106,3.2847769260406494
agm003217272,B13C2,-0.07603691500000001,0.0,0.0,0.0026450157165527344
agm003279115,B2H5,-0.15797698000000002,6.2278,6.2896,6.3566179275512695
agm003213436,B2S2O9,-2.1938436,6.7012,6.7951,14.133816719055176
agm003290053,B3Rh4,-0.35402325,0.0,0.0,0.005633831024169922
agm003223146,B4Rh5,-0.36567697,0.0,0.0,0.005196332931518555
agm003279485,B5H7,-0.17519313,3.6234,3.6234,3.417433738708496
agm003216030,B6O,-0.80633146,1.8525,1.8525,3.709853172302246
agm006063968,Ba12Pd5Rh,-0.38784537,0.0,0.0,0.0005688667297363281
agm003242807,Ba14Na14LiN6,-0.30913395,0.0,0.0,0.014037609100341797
agm005228054,Ba20Ga5Ru7O44,-2.5076747,0.0,0.043300000000000005,0.0007009506225585938
agm004525942,Ba2Ag4SnSb3,-0.49514112,0.0,0.0,0.0012047290802001953
agm004756374,Ba2AgBrO2,-2.170853,2.6169000000000002,2.8255,3.110201597213745
agm003420588,Ba2AgO3,-2.1618009,0.0,0.0,0.012198925018310547
agm004530486,Ba2AgSb3Pd4,-0.71500987,0.0,0.0004,0.003276824951171875
agm002247983,Ba2Al2Br,-0.8557686,0.0,0.0,0.012825250625610352
agm003625674,Ba2AlGa,-0.30145016,0.0,0.0032,0.005961418151855469
agm003244316,Ba2As2Se5,-1.0408628,1.0308,1.0547,1.8195807933807373
agm005001998,Ba2AsHPd,-0.83028007,0.2469,0.5747,0.0008413791656494141
agm003279961,Ba2B2AsH3F18,-3.0501783,4.9708,4.9708,10.078393936157227
agm003283950,Ba2B5ClO9,-3.0564487,5.2179,5.2329,6.419118881225586
agm003206254,Ba2Br2O,-2.5427613,3.2843999999999998,3.3653,4.9168620109558105
agm004540554,Ba2Ca2As2O,-1.8095975,0.5705,0.5705,0.006321907043457031
agm004542490,Ba2Ca2Sb2S,-1.4673277,0.5714,0.5714,1.6308138370513916
agm003227437,Ba2Ca(BO2)6,-3.1150303,4.9861,5.2675,6.395138740539551
agm003247927,Ba2CaCu3F14,-2.9002779,0.07440000000000001,0.0888,0.000926971435546875
agm002174582,Ba2CaMoO6,-2.9415684,2.3845,2.3966,4.707459926605225
agm002229789,Ba2CaRhO6,-2.4083235,0.0,0.029,0.0015954971313476562
agm002174592,Ba2CaSeO6,-2.5533757,2.0237,2.0237,0.0007810592651367188
agm002174609,Ba2CaTeO6,-2.788445,3.0021,3.0021,4.387810707092285
agm002202558,Ba2C(BrN)2,-1.5349941,3.7498,3.9458,4.784302711486816
agm005829769,Ba2Cd2Rh,-0.29750475,0.0,0.0444,0.0005588531494140625
agm004524154,Ba2CdAg3Sb4,-0.51070404,0.0,0.0,0.00011539459228515625
agm002361471,Ba2Cd(BO3)2,-2.8224072,3.0286,3.0286,4.5555830001831055
agm004922603,Ba2CdIO6,-1.9969248,0.0,0.0,0.09579324722290039
agm001612287,Ba2CdRhN,-0.47140092,0.0,0.11510000000000001,0.0015506744384765625
agm002204441,Ba2CdSb2,-0.8777619600000001,0.4686,0.4686,1.4479713439941406
agm002140215,Ba2C(NCl)2,-1.8532248999999998,3.8906,4.1377,4.948217391967773
agm002153575,Ba2CoH6,-0.53986704,0.0,0.0,0.014700889587402344
agm003232032,Ba2CoSi2O7,-3.069257,2.9299,2.9637000000000002,0.0032138824462890625
agm003232684,Ba2CrN3,-1.0002253,0.0,0.0117,0.0011029243469238281
agm005972117,Ba2Cu2Br,-0.7139213999999999,0.0,0.0,0.0015006065368652344
agm003208537,Ba2Cu3(ClO2)2,-1.8874491,0.0,0.015,0.0025310516357421875
agm003202174,Ba2CuBrO2,-2.2692943,2.2557,2.447,1.616805076599121
agm004922781,Ba2CuIO6,-1.9073194999999998,0.0,0.034,0.0012879371643066406
agm005237406,Ba2Cu(PO3)6,-2.7390175,1.1126,1.1126,0.0004334449768066406
agm003274597,Ba2Fe2S2OF2,-2.5030687,1.8855,2.0957,9.5367431640625e-05
agm005259844,Ba2FeCoF9,-3.3699343,2.0176,2.024,1.0261740684509277
agm002171329,Ba2FeO3,-2.4840264,1.1109,1.1226,0.0004115104675292969
agm002298956,Ba2FeRuO6,-2.2958875,0.0,0.0009000000000000001,0.005615711212158203
agm005973194,Ba2Ga2Cl,-1.2126079,0.0,0.0,0.0017418861389160156
agm003204929,Ba2Ga7Ag,-0.41199657,0.0,0.0601,0.0012569427490234375
agm003229367,Ba2GaP4HO14,-2.8328993000000002,5.0672,5.1847,7.0176849365234375
agm005870251,Ba2GaRh2,-0.42830715,0.0,0.0001,0.02496957778930664
agm003245006,Ba2GaSbTe5,-0.9410223999999999,1.088,1.1624,1.4281325340270996
agm005972058,Ba2Ge2I,-0.9414646,0.0,0.0,0.0035088062286376953
agm003244737,Ba2Ge2Te5,-0.85456306,0.7867000000000001,0.848,2.0646820068359375
agm004922030,Ba2GeAsPd6,-0.6415963,0.0,0.0,0.0018076896667480469
agm003215725,Ba2GeSe4,-1.3583378,1.4003,1.4003,3.174574613571167
agm005884381,Ba2H2Rh,-0.48016006,0.0,0.0,0.00235748291015625
agm003237337,Ba2H4Pd,-0.5993959,1.6261,1.7146,0.002429485321044922
agm003268099,Ba2H6Ru,-0.63133514,1.8776000000000002,2.1055,0.0011377334594726562
agm003280566,Ba2HRu3O10,-1.9292457,0.0,0.0337,0.0007708072662353516
agm005973405,Ba2In2I,-0.8834135,0.0,0.0,0.0013513565063476562
agm003216003,Ba2InBrO3,-2.4844332,1.8766,2.148,2.3076119422912598
agm003215999,Ba2InO3F,-2.873662,2.0401,2.5511,3.425332546234131
agm002235243,Ba2InRh2,-0.33936197,0.0,0.0,0.0015807151794433594
agm004527713,Ba2InSn3Pd4,-0.69054097,0.0,0.0,0.0012211799621582031
agm004992246,Ba2IOF,-2.9893231,2.9855,3.1725,3.9709506034851074
agm002299300,Ba2LaMoO6,-3.0450516,1.2226,1.2268,0.000522613525390625
agm003269246,Ba2LaSbO6,-3.0347095,3.8812,3.9567,3.4272913932800293
agm004533369,Ba2Li3GaSb4,-0.72686315,0.0,0.0,0.03182792663574219
agm004534884,Ba2Li3ZnSb4,-0.75438595,0.0,0.0,0.04245781898498535
agm004754778,Ba2LiAlGe2,-0.5264134,0.0,0.0023,0.01126861572265625
agm004529256,Ba2LiCu3As4,-0.6087883,0.0,0.014400000000000001,0.007917642593383789
agm003206982,Ba2LiIO6,-2.2318432,2.0438,2.0438,0.00039386749267578125
agm003232345,Ba2LiSi3,-0.42749068,0.09390000000000001,0.09390000000000001,0.13997745513916016
agm004923322,Ba2LiTcO6,-2.5571287,1.2459,1.3261,4.524541854858398
agm003239555,Ba2Mg3H10,-0.4526652,3.1924,3.5079000000000002,3.4146034717559814
agm004530562,Ba2MgAg3Sb4,-0.569549,0.0,0.0,0.0173494815826416
agm004523892,Ba2MgCd3Sn4,-0.43872336,0.0,0.0,0.002506256103515625
agm004501193,Ba2Mg(H4Rh)3,-0.46041912,0.0,0.0,0.005568504333496094
agm004923915,Ba2MgIO6,-2.308648,0.9949,1.5883,2.972900867462158
agm002299125,Ba2MgRhO6,-2.3341937,0.0,0.023,0.0025811195373535156
agm004923956,Ba2MgTcO6,-2.7384589999999998,0.0,0.0,0.00136566162109375
agm003257651,Ba2Mn2As2O,-1.2349693,0.3508,0.3508,0.00023937225341796875
agm003276262,Ba2Mn3(SeO3)6,-1.8388498,0.9158000000000001,0.9158000000000001,0.0020160675048828125
agm003275404,Ba2MnGe2O7,-2.6183335999999997,2.1696,2.3007,0.0015206336975097656
agm005222796,Ba2MnO3,-2.5635966999999997,1.6257000000000001,1.6257000000000001,0.0001773834228515625
agm005226756,Ba2MnSe3,-1.5391097999999999,1.067,1.1245,0.017780780792236328
agm003274362,Ba2MnZn2(AsO)2,-1.4770235999999999,0.0,0.247,0.0013146400451660156
agm003295002,Ba2N,-0.5270256,0.0,0.0,0.001697540283203125
agm005926811,Ba2Na2Zn,-0.08976059,0.0,0.037,0.0037670135498046875
agm003217129,Ba2Na(FeAs)6,-0.45094803,0.0,0.006,0.00018978118896484375
agm001144462,Ba2NaIn,-0.24652562,0.0,0.0162,0.010695695877075195
agm004934450,Ba2NaSeO6,-2.1667223,0.0,0.00030000000000000003,0.00015544891357421875
agm004934577,Ba2NaTeO6,-2.3480167,0.0,0.0,0.00115966796875
agm003220005,Ba2Nb5O9,-2.8872318,0.0,0.0,0.007221698760986328
agm002303673,Ba2NbInO6,-2.966527,3.3487,3.4213,0.000507354736328125
agm002299346,Ba2NbRhO6,-2.737756,0.8286,0.8327,0.0006494522094726562
agm004554898,Ba2Ni2Sn2N,-0.55179214,0.0,0.0,0.0012063980102539062
agm004922985,Ba2NiIO6,-1.8718481,0.0,0.1474,0.003014087677001953
agm002230196,Ba2NiRuO6,-2.0552282,0.0,0.0001,0.0007047653198242188
agm003232694,Ba2P3Pd,-0.90870637,0.0,0.0188,0.0005822181701660156
agm003186314,Ba2PCl,-1.8104322,1.2527,1.2527,2.9275612831115723
agm002307816,Ba2Pd3,-0.5647594300000001,0.0,0.06720000000000001,0.0022058486938476562
agm003202672,Ba2PdO3,-2.2769907,0.0,0.3639,0.0020520687103271484
agm003234636,Ba2Ru7O18,-1.7503457,0.0,0.0045000000000000005,0.0014510154724121094
agm004932726,Ba2SbAsPd6,-0.64089286,0.0,0.0009000000000000001,0.006685733795166016
agm004933107,Ba2SbPPd6,-0.6984159,0.0,0.0008,0.0013742446899414062
agm002175171,Ba2ScNbO6,-3.4819396,2.5712,2.5712,0.00036716461181640625
agm004923450,Ba2ScSbO6,-3.082653,3.1457,3.2237999999999998,0.00024890899658203125
agm002186735,Ba2Si3Ag,-0.43068865,0.0,0.00030000000000000003,0.0021245479583740234
agm004926917,Ba2SiPPd6,-0.7202915999999999,0.0,0.0,0.0011038780212402344
agm004922632,Ba2SnMoO6,-2.6037192,1.2461,1.2461,0.0017647743225097656
agm003241698,Ba2SnS3F2,-2.551495,2.308,2.308,5.320815563201904
agm003241518,Ba2SnSe3F2,-2.2599037,1.7274,1.7274,3.1347477436065674
agm004540713,Ba2Sr2P2O,-1.6416496,0.6151,0.6151,1.417170524597168
agm005596099,Ba2Sr6Pd,-0.17747532,0.005200000000000001,0.0221,0.0008230209350585938
agm005596540,Ba2SrPd,-0.39395264,0.0,0.0906,0.001255035400390625
agm004578995,Ba2Sr(TcN3)2,-0.7357459,1.3825,1.6017000000000001,2.336904525756836
agm005921908,Ba2TcF8,-3.4507425,1.6641,1.6641,0.000476837158203125
agm005863082,Ba2TcO5,-2.5782802,0.1484,0.182,0.0004010200500488281
agm003227496,Ba2Ti6O13,-3.493319,0.0,0.07390000000000001,0.00014019012451171875
agm003236559,Ba2TiO4,-3.399762,4.1841,4.2573,3.414788246154785
agm004922216,Ba2TiSnO6,-3.0423427,2.5695,2.6517,0.0026674270629882812
agm003242666,Ba2V3P6HO22,-2.8288376,1.9376000000000002,1.9484,0.0014739036560058594
agm003237358,Ba2VO4,-2.9250565,1.5218,1.5390000000000001,0.0005369186401367188
agm003232929,Ba2YB2ClO6,-3.3179126,4.0743,4.1645,5.699794769287109
agm002366327,Ba2YMoO6,-3.102596,0.9530000000000001,0.9530000000000001,0.008389949798583984
agm002175376,Ba2YSbO6,-3.0826795,3.5538,3.5538,3.8546032905578613
