subset,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_mean,pred_mean,confusion_TN_FP_FN_TP,accuracy
all,4444402,0.18510455681283358,0.5509859129535671,0.14770985333999184,0.013890950009226799,0.5102334691810605,0.12768136203700745,0.2753912153769992,"3130841,953196,20152,340213",0.7809946084985112
metals,4084037,0.1534594129229111,0.5133787636118038,0.14878795834109532,0.01193777471780777,0.3328060328960418,0.00015072968241962537,0.1489386880235148,,
nonmetals,360365,0.5437407687556366,0.8701849885704103,0.1354916281672046,0.3199706310272217,1.2944094195556661,1.5729932573918113,1.7084848855590158,,
