threshold_eV_per_atom,count_within,fraction
0.005,147071,0.032760377743053196
0.01,291084,0.06483957948853884
0.02,564933,0.125840026106549
0.05,1333456,0.2970301572964129
0.1,2378085,0.5297234866499083
0.2,3489919,0.7773868725490305
0.3,3960371,0.8821810551545398
0.5,4297562,0.957291066860164
1.0,4466115,0.9948366057476731
