id,formula,pbe_pred,opt_pred,pbe_minus_opt
agm005428603,MnRe4P,0.9486207962036133,2.715938091278076,-1.767317295074463
agm004462470,NO,0.1281682550907135,1.8952206373214722,-1.7670523822307587
agm002770608,NClO2,-0.004761368036270142,1.760824203491211,-1.765585571527481
agm002858759,N2ClO,0.7619538903236389,2.5252509117126465,-1.7632970213890076
agm005270218,Dy2AgSb3,-0.3469168543815613,1.411387324333191,-1.7583041787147522
agm005483533,La2AgS2O,-1.7160837650299072,0.031181052327156067,-1.7472648173570633
agm002222867,EuMnBi,0.4403612017631531,2.1746113300323486,-1.7342501282691956
agm001731246,SN2OF,0.2127043902873993,1.9445730447769165,-1.7318686544895172
agm002766942,HN2F,0.09208834171295166,1.8186063766479492,-1.7265180349349976
agm002767356,HN2Cl,0.47363370656967163,2.1968321800231934,-1.7231984734535217
agm006187384,N4Cl,1.760979413986206,3.4789302349090576,-1.7179508209228516
agm001773325,S2N2F,-0.2854412794113159,1.4275487661361694,-1.7129900455474854
agm001730307,HSN2Cl,0.496548056602478,2.2068727016448975,-1.7103246450424194
agm005451323,Tb2AgSb3,-0.2928110957145691,1.4107141494750977,-1.7035252451896667
agm002373485,Eu2GePb,0.2094220519065857,1.9103988409042358,-1.7009767889976501
agm002758054,CClO2,-0.42800599336624146,1.2702757120132446,-1.698281705379486
agm002773088,BrNO2,0.08587074279785156,1.781154751777649,-1.6952840089797974
agm005247107,O2,0.06369170546531677,1.7565404176712036,-1.6928487122058868
agm001599776,CaTaIn2Sn,0.29270341992378235,1.9829262495040894,-1.690222829580307
agm002189062,Eu3Sn,-0.08441191911697388,1.5939265489578247,-1.6783384680747986
agm001742576,N(OF)2,-0.3254947364330292,1.3490872383117676,-1.6745819747447968
agm001750310,N2ClO2,0.3670275807380676,2.0404205322265625,-1.6733929514884949
agm005544686,N4Cl,0.7071872353553772,2.380373239517212,-1.6731860041618347
agm001729385,CSN2Cl,1.0275213718414307,2.699223756790161,-1.6717023849487305
agm005483498,Pr2CuSb3,-0.19578564167022705,1.47417151927948,-1.669957160949707
agm005463925,Sm2Sb3Pd,-0.34046536684036255,1.3280808925628662,-1.6685462594032288
agm006183934,HN4,1.3174464702606201,2.9808106422424316,-1.6633641719818115
agm006184792,RbN4,1.3909142017364502,3.0539443492889404,-1.6630301475524902
agm001729394,CSN2F,0.8314672708511353,2.4895784854888916,-1.6581112146377563
agm001417783,BiH,0.46272945404052734,2.111398696899414,-1.6486692428588867
agm005414393,La2S2F,-2.303335428237915,-0.6664779186248779,-1.636857509613037
agm002559716,BaMo3O,0.8947572708129883,2.527231216430664,-1.6324739456176758
