N,min,p05,median,mean,p95,max,std,n_negative,n_positive
1333,-3.511324882507324,-1.7131361961364746,-0.2789074182510376,-0.4167424676253754,0.3539872169494614,1.6634435653686523,0.6382190047931575,1071,262
