subset,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_mean,pred_mean,confusion_TN_FP_FN_TP,accuracy
all,487,0.5071923322169198,0.8900477989223025,0.19030940045931008,0.3021007522583008,1.1572662806320195,0.7842088295687886,0.9745182300280986,"90,77,18,302",0.8049281314168378
metals,167,0.41753418190222297,0.9186303488515198,0.41071048928834725,0.027990134382247928,1.1342714910125733,0.01437245508982038,0.42508294437816757,,
nonmetals,320,0.5539826794124022,0.874760483662289,0.0752875822266564,0.3934176343917847,1.166792684726715,1.1859671875,1.2612547697266563,,
