metric,value
N,115535
MAE,0.1678663822801112
RMSE,0.47634235153954313
ME,0.024400895518721547
med_abs_err,0.015322387218475342
p90_abs_err,0.4666495759201053
ref_mean,0.6526246886224955
ref_std,1.3074989009121953
pred_mean,0.6770255841412169
pred_std,1.2816207502422436
dataset,v11_alexwz
reference,band_gap_ind
confusion_TN_FP_FN_TP,"69866,10829,1730,33110"
accuracy_metal_vs_gap,0.8912970095642013
