element,count,MAE,med_abs_err
Cl,731,0.5163699023536615,0.49529099241943353
Ge,61,0.47248194783098346,0.42415053184928886
Si,69,0.4556295427379731,0.4888932951873777
B,156,0.4289911745394843,0.35142038312812807
Zr,73,0.39648742038732643,0.3678826258827209
Mo,136,0.39417867952539504,0.355058620179367
Sb,119,0.3923860768368638,0.3560681601504517
Ti,243,0.3714267867734249,0.3621103391921996
S,1119,0.364244535570697,0.2882196760005188
Ni,283,0.3608328685274512,0.32265698040466306
Y,162,0.3583649294857234,0.3277311871614075
Co,278,0.358201873513247,0.29433786582756044
P,1087,0.3574627967249095,0.35041585741714476
V,467,0.3496207482825868,0.29607790618194574
Ru,196,0.3484919014508679,0.29765024230422965
Eu,153,0.3481091364117897,0.31191818855285636
Mn,404,0.3414219169392876,0.2893110963829041
Fe,363,0.3409483455774971,0.2882196760005188
Sc,169,0.33946849009321917,0.32450211180191046
Nb,333,0.33423909694924825,0.29202370108489983
Be,205,0.3328347062371901,0.27359413717575076
Cr,493,0.3287077999026748,0.27596363309195515
La,142,0.32806840979633994,0.3217058014978287
As,846,0.3217549272891277,0.30623856586784365
Al,191,0.32117790664814766,0.28925604124938964
Tb,173,0.31946754042007713,0.268339577811737
Ce,71,0.3186368931748654,0.29314408360290534
Sn,198,0.31836080840831515,0.2580245437889862
N,1101,0.31774423781781674,0.2740156389114379
Ga,159,0.3172590557267992,0.2451733241762543
Sm,177,0.31296477796184596,0.3137218490219116
Rh,149,0.31245570620536744,0.2515320388687132
Cu,381,0.31191826949349294,0.2466840473958588
F,735,0.3088580117614603,0.24409172598800666
Zn,192,0.3086589781565044,0.23716132825039865
O,1071,0.302133703171903,0.20986950103607183
Nd,173,0.2960203470022226,0.25635488345413215
Gd,157,0.2938449670253935,0.26659225059356695
Ag,357,0.2932393452419308,0.22868184211807246
I,719,0.2898264309361284,0.20955662063116073
Cs,77,0.28399671876195365,0.2734293873718263
Br,163,0.2824265903631841,0.21360551806488037
Mg,197,0.27845370363202526,0.2022328112136842
Cd,197,0.27112659608035844,0.19748462479324347
Pd,320,0.2663456883404984,0.2107830125086212
Ca,189,0.24341646263183545,0.18609150150375364
Sr,174,0.2428554693897474,0.20605518075256357
In,636,0.24111173767972413,0.19775134485598556
Ba,170,0.24009707306912234,0.19863738179473867
K,163,0.2163375323490927,0.18562981699218728
Li,188,0.21606520129064188,0.14566454667312617
Se,978,0.21061953013056856,0.14587049864701007
Na,176,0.21044651375025475,0.17162658294193267
Rb,143,0.2066820587255337,0.1525480751281738
Te,983,0.19384564221604023,0.13545191265579226
