N,min,p05,median,mean,p95,max,std,n_negative,n_positive
470,-3.6211843490600586,-1.884064221382141,-0.41533806920051575,-0.6119237648362809,0.21708815097808798,0.8090221285820007,0.7566056452183418,365,105
