dataset,kind,N,frac_sk_metal,sk_mean_eV,sk_median_eV,ref_mean_eV,MAE_eV,RMSE_eV,pearson_r
v03_alex,crystal,31211,0.6287526833488193,1.5439279995726658,0.006136894226074219,1.2154368652077794,0.9299335575968364,1.6487343277805948,0.8070043344166363
v04_cccbdb,molecule,1318,0.0,7.45130488770865,6.312201,6.735111674506827,2.5181113452200306,3.5165469513071086,0.6481865554599135
v05_interface,interface,433,0.17321016166281755,1.4315823163972285,1.412032,0.4288778290993071,1.0130126581986143,1.259259106461364,0.7302513729126987
v06_surface,surface,466,0.34763948497854075,1.673459227467811,1.1758000000000002,0.7725251072961374,0.9731753218884119,1.5948623950827003,0.7462632404670158
v07_vacancy,defect,444,0.9211711711711712,0.15654656981981982,0.0014694999999999999,,,,
v08_supercon,supercon,4827,0.9825978868862648,0.01861056059664388,0.003531,,,,
v09_1d,low_dim,8636,0.39763779527559057,1.8692066597270436,0.30787956714630127,1.0878521421954608,0.9886618526941761,1.7005895666508413,0.8785944739318349
v10_2d,low_dim,79903,0.6242193659812523,1.1612447130585795,0.0170998573303222,0.6713137128768631,0.621402700309737,1.327726299360971,0.890378210406348
