N,min,p05,median,mean,p95,max,std,n_negative,n_positive
1333,-3.2785696983337402,-1.1021695375442504,0.12130308896303177,0.19330875562128053,1.5173315763473492,3.2131776809692383,0.773239802472867,516,817
