subset,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_mean,pred_mean,confusion_TN_FP_FN_TP,accuracy
all,9540,0.4849550183178497,0.7553746175866193,-0.1428562425097564,0.2734532593309879,1.2550960549163819,1.0695986373165618,0.9267423948068054,"1929,1646,930,5035",0.729979035639413
metals,3575,0.185924974054229,0.41856054615221056,0.1802728743133603,0.0421513095498085,0.5283336877822876,0.002395020979020979,0.1826678952923813,,
nonmetals,5965,0.6641725217952082,0.8986458684513424,-0.3365170292059244,0.5013257610321045,1.444308777360916,1.7092051634534788,1.3726881342475543,,
