threshold_eV_per_atom,count_within,fraction
0.005,2280,0.025937681307805195
0.01,4608,0.052421419064195764
0.02,9031,0.1027382455661354
0.05,21557,0.24523622629489322
0.1,38641,0.4395868172872371
0.2,62267,0.7083603517513622
0.3,74994,0.8531449438585714
0.5,84134,0.9571231926100361
1.0,87456,0.9949148493225487
