threshold_eV_per_atom,count_within,fraction
0.005,19240,0.1665296230579478
0.01,34940,0.30241918033496346
0.02,59297,0.5132384126022418
0.05,91272,0.789994373999221
0.1,107462,0.9301250703250097
0.2,113535,0.9826892283723547
0.3,114792,0.9935690483403298
0.5,115391,0.9987536244428096
1.0,115526,0.9999221015276756
