comparison,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_metal_frac,pred_metal_frac,metal_gap_accuracy,TN_FP_FN_TP
DFT_vs_SK,8636,0.9886618526941761,1.7005895666508413,0.7813545175315826,0.33105661926269536,2.847143501663208,0.37598425196850394,0.3207503473830477,0.7317044928207503,"1850,1397,920,4469"
DFT_vs_ALIGNN,8636,0.4895354595396369,0.7631198797684519,-0.1583514448084227,0.27566965568065643,1.2684935915946962,0.37598425196850394,0.30592867068087076,0.7333256137100509,"1793,1454,849,4540"
SK_vs_ALIGNN,8636,1.1642232055572215,1.8934124806423007,-0.9397059623400054,0.45887542329728603,3.090341329574585,0.3207503473830477,0.30592867068087076,0.7135247799907365,"1469,1301,1173,4693"
