N,min,p05,median,mean,p95,max,std,n_negative,n_positive
587,-1.5801414251327515,-1.129315733909607,-0.3808424174785614,-0.4420704099094238,0.02483534440398133,0.5904917120933533,0.3533968653512094,552,35
