id,Tc_K,dosef,debye_K,lambda,wlog_K,sk_bandgap_eV
agm002781337,0.297000,1.129235,327.832550,0.334713,231.188278,0.001494
agm003189893,0.190000,2.109714,303.501740,0.334301,149.609668,0.022732
agm001277858,0.000000,1.675378,376.889984,0.202857,276.002024,0.002600
agm001310505,0.000000,0.845102,373.790253,0.058251,234.196955,0.001690
agm003178213,0.001000,1.766579,315.032990,0.212084,209.034205,0.004056
agm003187131,0.028000,3.145147,302.721344,0.270042,184.169800,0.003220
agm002226429,0.755000,3.658335,323.155853,0.410817,152.461134,0.012254
agm002316517,2.001000,1.455124,430.855530,0.459312,231.174590,0.006736
agm003157861,0.479000,1.599618,355.124054,0.367976,187.761038,0.004560
agm002141609,0.028000,7.111751,340.638550,0.268790,197.442407,0.041431
agm002557629,0.004000,2.261789,451.113129,0.231996,264.418355,0.005438
agm003766833,2.319000,4.951946,300.444366,0.501843,184.234218,0.000950
agm001136098,0.000000,3.016113,396.434479,0.113519,225.123419,0.005245
agm005119872,2.354000,2.886473,404.872650,0.493233,200.243307,0.001813
agm001643234,0.000000,0.898618,401.190826,0.170266,311.032038,0.000051
agm003191967,1.830000,1.619344,358.912262,0.464238,201.956205,0.001473
agm002164703,0.000000,0.788042,700.037476,0.188662,418.869524,0.005235
agm002327378,0.001000,1.954543,554.049805,0.214629,201.312880,0.001682
agm003263118,1.814000,3.862855,533.447083,0.425756,302.775287,0.009096
agm002184655,0.002000,3.594367,407.854889,0.226498,193.359220,0.024877
agm002432301,0.001000,0.292580,383.921448,0.221668,195.973193,0.008139
agm002196300,0.174000,3.133522,523.736572,0.311417,250.647729,0.001893
agm003437959,0.000000,2.970829,466.463776,0.197644,263.975480,0.001604
agm001827811,0.062000,1.714768,400.971466,0.283206,231.879575,0.004224
agm002632403,0.000000,3.226831,345.235626,0.189071,187.730430,0.000467
agm003186471,0.002000,1.957672,386.730469,0.225495,230.469435,0.014360
agm003175218,5.127000,4.940722,289.402466,0.713816,135.304092,0.004143
agm003298290,2.624000,5.060412,489.715332,0.487689,233.570813,0.001343
agm003435931,2.678000,4.248453,477.947479,0.559739,141.746587,0.000719
agm002342417,0.680000,1.630848,332.341766,0.407992,142.355017,0.019608
agm002219437,0.101000,2.728274,274.073212,0.307608,163.100865,0.001220
agm003157188,0.004000,0.631199,631.243591,0.230584,272.826253,0.000523
agm003183704,5.604000,4.210091,347.684723,0.696177,157.596882,0.000692
agm001218150,3.946000,2.985727,408.196533,0.570410,197.094924,0.002110
agm003160946,1.171000,0.952364,518.240967,0.394766,296.185792,0.006007
agm003157458,0.225000,2.113696,500.921265,0.324061,228.695466,0.016363
agm003166156,0.941000,3.387335,358.387543,0.417017,175.265944,0.009902
agm001614593,0.024000,3.336092,497.318359,0.258711,277.751939,0.007600
agm003415209,0.231000,3.953177,559.413635,0.312018,326.561042,0.001166
agm001851671,0.054000,1.258542,446.331940,0.274223,296.395221,0.004235
agm002495023,0.000000,0.499131,424.002838,0.090394,309.502802,0.001070
agm001851554,0.865000,1.174418,408.637421,0.398029,208.562352,0.001285
agm003615694,0.089000,2.299152,447.697296,0.284563,314.747417,0.005589
agm001121293,0.226000,3.038148,403.192261,0.328553,204.971430,0.001539
agm002375752,0.000000,0.972479,428.870270,0.205903,168.023979,0.006038
agm003162382,0.001000,0.874733,597.377014,0.215177,287.760550,0.011507
agm002140438,2.214000,4.491390,773.647827,0.412993,434.574997,0.003991
agm001618713,0.607000,1.651281,377.875183,0.392038,159.656760,0.000714
agm002140651,0.008000,5.293510,567.385010,0.236762,378.939872,0.002664
agm001611020,0.008000,2.472770,447.981232,0.242609,244.702695,0.002078
agm003771423,2.508000,8.501019,370.090912,0.479510,240.080027,0.002038
agm002327033,4.415000,3.641814,318.293488,0.742671,105.671832,0.016529
agm003298635,0.254000,8.939949,435.215302,0.324935,251.772842,0.002940
agm002283783,0.000000,2.708438,324.381378,0.213207,166.571645,0.021615
agm003258581,0.001000,2.303109,780.074463,0.208616,351.529096,0.009332
agm002196531,0.015000,4.831042,373.037231,0.254707,218.916936,0.014941
agm001308166,0.135000,3.316972,292.423798,0.313485,183.352740,0.001227
agm002184965,6.008000,3.991875,298.324249,0.715148,158.103765,0.002551
agm002322207,1.962000,5.260744,336.349091,0.484374,179.743891,0.001178
agm002342275,0.015000,1.251110,396.777985,0.254017,216.733088,0.004919
agm002342386,0.152000,1.354641,345.037506,0.317173,185.677966,0.019675
agm003774976,1.433000,6.958712,444.346252,0.424319,244.108452,0.000811
agm001138946,0.201000,1.575335,344.814880,0.324214,203.352978,0.001398
agm002140076,1.392000,3.514741,538.824341,0.403080,312.008828,0.011799
agm002195529,0.000000,1.931859,549.260010,0.184737,297.757397,0.011125
agm001197589,0.163000,1.781124,370.961884,0.327182,152.147512,0.002366
agm001617253,1.061000,3.306533,361.385406,0.427312,173.551619,0.008184
agm002735246,0.000000,1.305406,440.467804,0.170758,278.560156,0.001911
agm002635955,0.000000,0.417772,458.065521,0.074460,286.078895,0.003537
agm003261006,0.986000,2.313486,626.206360,0.406659,210.594307,0.003600
agm003263113,0.000000,2.784625,616.002014,0.208144,314.625321,0.000883
agm002241029,1.733000,2.058632,353.158844,0.438161,250.473095,0.006212
agm005404809,0.953000,1.841870,364.793732,0.402383,215.622992,0.001503
agm001620334,6.265000,4.156895,396.909607,0.640064,219.379827,0.002815
agm002490211,1.290000,4.355819,415.129730,0.409732,263.800164,0.000484
agm001121598,0.424000,2.150523,346.078064,0.344665,263.533775,0.002605
agm001294568,2.026000,3.235501,447.742828,0.446538,267.453990,0.001592
agm003438670,0.000000,2.564359,471.727783,0.191650,225.486456,0.001006
agm002135058,0.011000,1.993579,414.626923,0.252325,184.309718,0.015940
agm001934105,4.637000,3.389300,575.775391,0.555035,252.920447,0.000697
agm001640116,0.084000,2.133540,558.795288,0.284351,299.973723,0.009117
agm003036521,4.224000,1.176017,577.138672,0.586359,191.824391,0.010558
agm001284786,0.000000,2.094007,496.401276,0.178691,247.248255,0.004580
agm003194284,0.039000,2.402916,505.806915,0.267510,287.155242,0.001794
agm001619067,0.543000,2.628764,417.941071,0.355855,267.472084,0.008056
agm003434125,0.000000,2.459096,338.961823,0.072506,210.348858,0.000001
agm001230297,0.227000,1.551659,420.654541,0.316243,284.603466,0.004174
agm001280757,0.074000,1.089690,287.209839,0.300878,146.583485,0.003795
agm001618599,1.372000,3.459292,504.492523,0.411125,275.704656,0.006265
agm001149807,0.800000,3.548002,438.567474,0.393761,205.699486,0.000350
agm002371126,0.000000,0.847102,313.789337,0.204108,173.979608,0.023386
agm003159346,0.000000,1.408719,439.648712,0.173316,259.454720,0.002476
agm001830416,0.020000,3.057739,492.162048,0.256732,251.467965,0.000569
agm003437280,0.000000,2.927812,575.787109,0.131234,288.425136,0.007069
agm001198865,0.000000,1.190837,466.208771,0.134927,247.312008,0.009428
agm001907154,0.000000,1.420264,373.332275,0.201154,222.176970,0.009893
agm002156684,3.594000,1.575504,399.230377,0.583224,166.184439,0.007779
agm003202075,0.059000,1.652494,275.867218,0.285427,202.124340,0.003532
agm001281172,0.002000,1.167678,569.156860,0.220563,297.055522,0.030132
agm001378962,0.584000,2.323308,302.578888,0.378840,189.777023,0.000002
agm001388984,0.022000,2.887869,331.038971,0.266877,170.780796,0.003598
agm003187566,0.000000,0.733821,438.299683,0.171471,229.203090,0.047712
agm001829492,10.734000,5.088655,182.512955,1.756787,70.508618,0.001312
agm003160298,0.346000,1.178868,442.183685,0.336255,259.485175,0.009995
agm001840182,0.031000,0.595282,346.485138,0.274562,167.573941,0.001587
agm002240906,0.254000,2.277824,514.754456,0.318518,298.237880,0.000707
agm005015274,0.000000,0.941216,319.833771,0.192334,277.466751,0.003571
agm003186100,0.102000,1.504242,421.385712,0.294904,249.395937,0.001942
agm002176887,1.260000,3.005871,707.218140,0.395381,316.003259,0.006587
agm002259020,1.628000,3.858665,464.010468,0.442495,223.866017,0.003378
agm002213567,0.000000,0.089806,432.726410,0.088853,273.206651,0.004380
agm002160180,0.000000,2.110749,466.267395,0.194419,202.647365,0.012516
agm002929478,0.001000,1.169475,467.164459,0.210187,254.398779,0.000926
agm002190708,2.160000,5.268084,370.376465,0.469182,227.217048,0.002471
agm002156682,0.812000,5.514185,515.103882,0.416654,151.623635,0.013723
agm003190902,0.000000,1.785190,441.718964,0.181060,251.575379,0.015486
agm002645158,0.000000,1.415055,685.540405,0.126438,358.078430,0.002151
agm003294759,2.952000,5.994541,498.037811,0.479899,281.659546,0.000406
agm002377251,0.564000,2.946326,461.493622,0.362792,243.701389,0.000117
agm002752903,0.523000,2.358105,252.412003,0.391726,138.490643,0.004924
agm005404813,1.165000,2.823920,406.166534,0.418305,213.053522,0.007402
agm002348567,3.070000,4.281959,355.601288,0.558357,164.500427,0.000697
agm003199905,0.818000,6.469429,347.957184,0.419181,148.153280,0.003260
agm001149975,0.453000,1.984456,362.744080,0.346171,272.633816,0.006207
agm002313787,0.302000,5.804762,373.906067,0.350539,165.540394,0.000590
agm001237551,0.067000,1.146611,391.231903,0.284609,239.436998,0.005394
agm004984403,0.037000,1.603285,447.884003,0.256350,482.258029,0.025707
agm003290428,6.921000,9.055678,499.294586,0.656843,225.731586,0.001600
agm002411470,1.643000,3.752614,449.483948,0.468902,172.791056,0.014991
agm003177359,2.818000,2.710286,313.497223,0.576669,135.478233,0.006944
agm003264948,0.237000,3.764512,523.319641,0.316875,291.606946,0.007805
agm001828147,0.002000,0.921701,365.842865,0.223385,221.844834,0.006632
agm003457399,4.187000,3.536151,504.759857,0.596856,180.447992,0.001519
agm003437804,0.000000,1.796446,456.469513,0.188237,249.853865,0.005112
agm002343624,0.084000,2.267115,302.716766,0.304290,150.634315,0.002122
agm001341767,0.183000,1.074541,335.343689,0.332267,151.218183,0.009943
agm002166839,2.071000,1.497598,383.872345,0.478462,200.253705,0.000692
agm001304911,0.295000,2.014601,484.344208,0.327659,273.170551,0.005231
agm003299698,0.543000,4.479865,387.163300,0.363861,229.932897,0.004607
agm002145458,0.015000,2.740852,373.168945,0.250373,272.956025,0.021571
agm003190866,5.557000,4.331192,266.128265,0.702384,152.775412,0.008814
agm002216561,0.885000,1.555397,286.200287,0.413183,172.744839,0.002173
agm001294393,0.907000,3.614670,424.581024,0.387309,257.383895,0.014273
agm001368302,0.361000,1.754171,324.695374,0.368516,140.049280,0.119464
agm003162488,2.697000,3.877092,493.972260,0.468765,284.758606,0.005826
agm002538822,0.487000,2.826860,283.807831,0.383249,147.004141,0.027492
agm003260682,0.061000,5.281807,533.404053,0.271792,370.028374,0.001532
agm002929693,0.041000,1.359514,275.398041,0.286047,138.895483,0.003030
agm002190774,12.818000,9.830456,364.365753,1.043197,160.574826,0.005243
agm002196350,0.090000,4.299679,520.944824,0.287733,284.324396,0.002351
agm002134545,0.000000,1.985754,505.909821,0.107847,258.718266,0.005847
agm003295272,0.048000,5.489768,737.535034,0.267086,362.668656,0.002454
agm002080934,0.211000,1.090543,566.289001,0.314246,278.889055,0.012154
agm003192759,0.152000,5.724169,313.125397,0.322057,162.262998,0.001012
agm001121593,0.017000,1.631410,365.745789,0.258317,205.338009,0.000533
agm003204400,1.655000,1.562758,727.353638,0.411238,332.224586,0.012477
agm001367121,0.063000,1.744294,414.944977,0.283029,238.181786,0.005385
agm003194509,0.035000,1.146168,622.868652,0.264674,295.689041,0.019839
agm003766930,3.997000,6.138696,342.278961,0.557032,216.252461,0.010327
agm001620496,0.944000,4.488533,431.833191,0.386409,271.003531,0.001688
agm002367065,0.024000,1.521330,305.012482,0.263078,220.697299,0.009268
agm003191189,0.010000,0.997883,412.677368,0.253566,148.968741,0.007666
agm002248574,0.001000,1.870195,485.915619,0.215656,265.140355,0.003800
agm002632943,0.540000,3.624507,361.736450,0.360543,243.224146,0.004252
agm002666262,0.096000,1.786976,385.111237,0.290972,268.986245,0.010861
agm002696841,0.107000,1.631494,244.591522,0.323208,110.820950,0.011772
agm001196582,2.160000,3.327900,515.816528,0.485832,195.310956,0.000135
agm002359424,5.967000,2.641919,204.883545,1.365846,51.078206,0.001572
agm001356787,0.380000,4.685912,448.459381,0.341228,254.903871,0.023179
agm002144530,4.796000,5.422993,380.142548,0.592732,211.707746,0.003098
agm002374058,1.345000,1.515335,436.208771,0.423919,229.366235,0.003670
agm001612343,0.239000,4.630114,437.165771,0.339600,166.214614,0.003279
agm001282484,0.021000,3.302655,319.999542,0.263920,188.269715,0.013169
agm001292839,1.404000,4.741022,443.095184,0.430077,222.916386,0.000737
agm002370263,0.776000,13.481686,455.253082,0.377108,259.860310,0.004725
agm003435756,7.553000,5.784953,402.945679,0.710110,201.982049,0.002268
agm001214655,0.274000,1.517546,342.255554,0.352316,145.122117,0.021966
agm003437787,0.000000,1.451951,343.620972,0.169793,166.903360,0.008805
agm002158648,0.696000,1.542492,476.686737,0.386252,200.433696,0.004667
agm001230030,0.054000,2.074689,477.608551,0.272104,324.030045,0.001023
agm002140527,0.271000,1.042365,235.376099,0.324193,273.681715,0.021819
agm001616430,0.001000,0.865911,433.374847,0.215646,249.963679,0.000812
agm002085138,0.215000,0.766198,633.279602,0.315701,273.601128,0.003417
agm003162135,10.049000,5.204219,183.375107,1.423995,83.252060,0.003427
agm002186252,8.552000,2.804773,325.020844,0.742573,204.739069,0.000217
agm001116422,0.085000,1.151550,560.603882,0.292340,227.409498,0.001329
agm002490732,0.000000,0.800963,485.577484,0.134929,957.472432,0.001763
agm003192881,0.000000,0.535671,477.627075,0.116776,348.456165,0.819380
agm002160534,0.000000,0.901246,312.886871,0.096284,160.095025,0.002005
agm002138485,5.295000,2.776368,767.670166,0.611863,210.864609,0.005245
agm001929363,0.767000,1.361878,405.723724,0.369945,290.384664,0.020679
agm002432292,0.059000,3.612957,528.745911,0.278817,266.219472,0.002542
agm003762221,3.791000,5.444768,459.998840,0.498861,308.464222,0.001501
agm003263145,0.000000,2.305387,477.323242,0.168185,311.732212,0.005264
agm003262751,0.000000,2.112859,447.925934,0.178554,261.842428,0.007337
agm001115834,7.721000,4.792377,327.597931,0.795554,159.208129,0.001229
agm003264544,2.127000,8.689960,555.132385,0.426488,352.712182,0.005280
agm001315661,0.002000,3.670113,325.584381,0.231961,155.007887,0.001307
agm001136954,0.036000,1.062759,334.282745,0.282972,137.575812,0.000414
agm002433306,0.682000,3.211998,549.828186,0.375042,236.053433,0.011204
agm001191575,0.000000,1.548696,232.437454,0.181673,214.649447,0.014469
agm001229775,7.755000,3.351826,471.932129,0.647823,264.209486,0.012248
agm001121231,0.176000,3.061781,405.964600,0.319361,202.733287,0.006969
agm001000718,0.890000,2.158581,346.774872,0.429007,142.941135,0.218671
agm003203539,4.209000,5.586672,339.305573,0.646378,143.441124,0.005997
agm001206937,0.036000,2.217347,396.086639,0.273740,201.615037,0.001863
agm003435788,3.979000,7.155443,384.031708,0.581967,185.761434,0.001554
agm005404814,3.173000,2.726666,369.516876,0.575986,152.619228,0.003593
agm001093282,17.979000,6.252056,436.885681,1.835263,110.985334,0.021373
agm003191178,1.428000,2.943795,311.958649,0.510482,105.593648,0.006549
agm002378896,0.115000,4.305424,414.156769,0.299930,237.094147,0.007285
agm002224086,1.451000,2.792414,296.628845,0.507112,110.053066,0.024742
agm005404799,1.034000,2.564320,373.940033,0.406976,219.552884,0.035256
agm002358284,2.937000,1.976819,308.967072,0.654727,96.531257,0.000278
agm003191011,0.000000,1.495804,229.529541,0.199338,112.707108,0.004142
agm002249310,0.378000,3.495495,510.885620,0.340293,258.827587,0.001204
agm002695768,0.015000,1.661463,332.091522,0.257158,191.350850,0.011248
agm002252026,0.019000,4.372868,573.669189,0.252621,305.197763,0.005045
agm001116633,5.282000,1.875468,352.481842,0.813972,103.291680,0.000921
agm003603268,2.969000,5.156510,394.914642,0.542288,175.950319,0.002992
agm001116697,5.314000,5.371263,505.510132,0.566191,271.968993,0.001087
agm002487454,1.500000,5.938960,421.186493,0.443380,204.560140,0.002781
agm003183214,4.468000,3.208171,454.617584,0.580739,210.473760,0.003463
agm003436569,3.448000,11.232894,266.924957,0.657300,112.187276,0.001168
agm002030837,11.883000,4.685065,285.742706,0.906756,189.723805,0.003414
agm001115456,13.060000,5.266827,388.215118,1.006060,173.536054,0.002938
agm001415658,7.634000,5.177876,406.793030,0.674386,232.576601,0.001606
agm002247161,12.194000,10.516652,130.825180,1.250202,118.016414,0.000985
agm002084666,14.751000,3.207081,532.740173,0.938165,219.143825,0.056449
agm002360910,9.019000,5.266042,253.918259,1.017362,117.956740,0.000325
agm001100110,8.915000,4.910308,441.658661,0.754393,207.055972,0.005105
agm003295650,2.612000,4.629797,307.231232,0.516487,185.176962,0.004182
agm001640733,8.553000,4.411224,539.325073,0.741249,205.342370,0.000942
agm001116400,10.080000,4.952151,531.027344,0.802412,203.407430,0.001515
agm003184593,4.032000,6.531374,293.424683,0.601730,170.021878,0.000566
agm001615954,2.231000,5.089348,495.960846,0.451631,278.651937,0.000896
agm003164924,6.875000,7.054860,180.851364,0.991761,94.238665,0.001338
agm001115371,5.080000,6.422688,356.505402,0.635388,182.442127,0.008113
agm002031541,10.988000,6.128691,263.775299,1.132559,123.098508,0.000337
agm002236793,6.897000,2.379291,284.757507,0.857653,121.306368,0.009835
agm003188827,9.472000,3.538018,519.987427,0.740037,230.739636,0.001249
agm003182029,4.585000,6.143923,237.333023,0.722868,117.327000,0.005576
agm001121542,7.837000,3.046633,386.322205,0.800435,159.537714,0.001277
agm002034154,0.229000,5.059117,345.346558,0.324296,230.659536,0.001770
agm003293825,7.435000,5.061089,454.268921,0.669634,231.193621,0.000669
agm001149755,5.603000,5.035834,344.184296,0.643564,193.976749,0.004738
agm005121732,0.000000,0.168243,740.876465,0.040040,563.816120,0.004194
agm001612232,6.898000,5.139635,351.422455,0.731215,171.034647,0.001502
agm003203381,6.551000,7.613424,263.024200,0.766479,146.736188,0.001181
agm002026445,3.887000,4.382597,537.198914,0.519296,270.787064,0.004296
agm001149898,8.490000,4.591080,265.696472,0.895535,138.473088,0.001034
agm001115635,5.796000,5.115796,297.678314,0.655514,190.619550,0.001415
agm001619077,8.115000,5.676592,409.838531,0.853555,143.835822,0.000698
agm003182017,5.202000,6.023465,193.970200,0.804459,104.965073,0.001241
agm002491592,7.895000,6.143175,253.291077,1.000728,104.971502,0.005896
agm001620361,8.700000,5.390410,371.438171,0.939205,128.990573,0.002501
agm001106292,9.357000,4.157427,491.442078,0.726489,236.474180,0.002724
agm003165797,2.986000,6.870008,244.006393,0.578275,142.619863,0.008016
agm001149747,11.413000,2.690739,417.718140,0.851696,205.861576,0.005962
agm002192435,2.320000,8.554981,238.495407,0.548470,132.385680,0.011005
agm002190620,7.381000,5.799946,395.664276,0.672440,227.222620,0.005377
agm003184590,3.932000,5.758153,295.724396,0.594720,171.928029,0.000839
agm001259754,12.442000,3.173296,400.381165,1.100332,143.761121,0.005088
agm002017886,3.976000,7.008059,317.541168,0.596948,171.735343,0.003891
agm003165814,3.524000,7.402338,296.071381,0.587459,159.920366,0.001000
agm003190877,2.488000,7.435238,277.020599,0.540132,149.705871,0.002240
agm002191765,4.783000,10.053648,273.228912,0.589345,214.629270,0.001426
agm002190827,17.233000,7.232916,323.558563,1.249412,168.484660,0.000732
agm004850305,8.837000,2.389812,762.133972,0.583764,408.448716,0.017148
agm003273122,4.667000,2.258604,209.158264,0.728641,117.279929,0.000717
agm003159768,6.226000,4.907621,204.323196,0.858654,110.068857,0.000723
agm003187563,12.342000,5.709562,281.349915,1.134159,137.502849,0.001683
agm003183330,8.009000,4.193347,486.634552,0.704209,219.608234,0.000919
agm001115660,8.748000,4.579526,276.521667,0.965516,124.177539,0.001933
agm001294388,1.162000,4.917701,412.581268,0.403288,260.314573,0.001050
agm002191466,14.187000,6.676024,455.573517,0.967282,203.000811,0.002019
agm001612414,6.216000,4.451107,385.694000,0.709536,165.636214,0.000162
agm003188210,8.402000,3.742811,511.665192,0.685457,246.536843,0.006097
agm001149379,10.563000,2.332189,532.093994,0.874338,178.895164,0.002994
agm004837210,14.590000,2.409752,647.243774,0.805691,291.472352,0.020570
agm001130242,8.494000,4.639963,342.623260,0.861022,148.500250,0.001560
agm001149757,9.012000,5.578197,314.792877,0.807688,180.326539,0.002126
agm002292277,8.839000,1.787137,532.058838,0.820228,169.673123,0.010137
agm003182041,9.087000,7.319969,268.809418,1.475159,70.700368,0.002035
agm003899219,12.423000,2.883127,333.956818,1.521287,93.571673,0.004728
agm005202896,0.269000,4.312150,380.163300,0.327365,250.383530,0.007794
agm003157297,3.308000,3.476896,270.992401,0.595221,144.091510,0.005486
agm001099797,4.998000,5.412623,349.143768,0.581705,234.294418,0.009443
agm001125785,7.636000,4.340849,261.567413,0.807278,152.875544,0.003822
agm001228119,14.500000,4.682291,349.541809,1.384602,122.286334,0.002356
agm005203030,5.269000,3.703566,526.340210,0.574922,255.051490,0.006600
agm003299306,9.640000,8.903691,288.483124,1.005209,128.587768,0.000471
agm003273189,9.628000,2.866141,303.066742,0.873847,165.180699,0.029007
agm003164854,7.377000,5.852835,491.395111,0.668666,231.060901,0.004080
agm003204163,7.302000,5.210870,300.551117,0.769604,162.322117,0.000932
agm003187565,11.829000,5.739273,292.163788,1.024121,154.241216,0.002466
agm001233456,13.341000,6.372995,319.210510,1.338976,118.008905,0.011996
agm003202209,2.141000,6.360523,352.692291,0.465326,233.613406,0.000044
agm003165799,3.829000,7.273161,273.796417,0.618955,148.258569,0.004182
agm001416833,7.333000,6.405048,181.120712,1.149534,79.815108,0.001105
agm005103370,19.251000,2.620847,747.900391,0.821608,371.431792,0.005734
agm003164887,9.570000,7.120099,186.172470,1.437314,78.402398,0.003217
agm003299311,8.748000,7.039951,273.302979,1.032548,111.309799,0.001275
agm001115106,9.896000,4.085643,471.644409,0.810873,196.286729,0.007864
agm001619061,11.748000,4.642324,399.721222,1.245735,112.630821,0.000926
agm001282320,31.502000,0.477259,675.049255,1.591296,224.195007,0.004627
agm003184594,4.106000,5.928330,292.685547,0.606159,169.311805,0.000969
agm001149800,7.020000,3.771588,346.317841,0.747281,165.908550,0.001420
agm001851766,9.167000,2.294829,468.562958,0.693130,261.413734,0.013005
agm001115585,0.908000,3.736390,324.540100,0.415337,172.674242,0.000633
agm001233459,1.918000,5.049500,310.713135,0.484357,175.995032,0.004174
agm003283263,6.706000,2.826021,487.580719,0.652179,224.086377,0.011884
agm003164867,7.805000,3.499406,496.218994,0.678517,235.329311,0.000458
agm002164957,5.940000,4.179201,725.814819,0.529858,382.670482,0.000773
agm003164933,7.530000,5.480737,182.201492,1.262029,71.908877,0.002604
agm003158372,2.850000,4.850593,258.618591,0.565066,146.851467,0.002126
agm003165808,3.310000,7.170811,270.507568,0.588343,149.543832,0.001025
agm001618496,10.868000,4.283412,462.272095,0.798260,221.641622,0.004191
agm001626182,8.427000,3.748465,477.549347,0.709652,224.689909,0.003555
agm001647430,5.618000,4.359451,506.448364,0.634770,201.058515,0.000703
agm001617016,4.180000,3.683727,407.851013,0.559126,222.103851,0.004157
agm003165811,3.667000,7.597887,294.333313,0.594057,160.727307,0.000897
agm003161835,4.600000,3.902186,331.338715,0.613933,182.229518,0.001278
agm003165486,7.858000,3.857152,487.542816,0.674680,240.265432,0.001511
agm001115442,8.566000,4.010777,367.502533,0.770513,189.441154,0.002108
agm001229333,5.656000,5.015793,331.576385,0.655921,186.004559,0.001554
agm002214197,7.407000,1.370574,306.860321,0.992476,100.017676,0.079636
agm003165327,13.959000,3.245840,437.262054,0.944329,208.517220,0.002505
agm005104251,0.000000,0.689502,608.529175,0.199972,395.646295,0.010559
agm001198799,0.000000,2.451678,534.053101,0.142259,271.720985,0.002458
agm003187385,0.107000,4.077455,311.648438,0.311781,151.691221,0.001255
agm001611024,0.000000,1.823282,541.305115,0.168769,330.472519,0.008588
agm002151777,0.742000,2.038973,425.324402,0.384065,221.398246,0.003808
agm001155835,0.113000,3.131431,500.036072,0.290167,326.497330,0.013238
agm002150413,15.455000,4.920350,374.190765,1.058351,191.270767,0.003118
agm002346463,0.000000,1.564604,796.396362,0.177635,444.925483,0.008583
agm002145684,0.000000,0.846391,345.221313,0.120271,222.744558,0.007208
agm002361148,0.010000,2.199313,634.019287,0.243366,292.698930,0.002270
agm003763767,13.739000,10.901729,547.899719,0.817081,269.213190,0.001133
agm001828965,6.134000,5.246987,267.190918,0.693785,173.400650,0.003205
agm001911511,0.000000,2.159652,408.187775,0.128609,206.237966,0.002405
agm002193794,0.047000,2.451027,325.367828,0.289803,137.479779,0.007326
agm001197821,0.069000,1.210811,431.469879,0.283299,256.005083,0.002108
agm003204380,0.274000,1.576951,837.609375,0.311328,394.616858,0.003448
agm002375614,0.000000,2.082432,349.275726,0.092410,186.610133,0.003256
agm002744589,0.001000,1.784269,455.249939,0.214601,284.998532,0.005624
agm003202502,2.118000,5.338425,360.316986,0.533187,133.139784,0.011204
agm003186798,0.801000,1.316477,329.499176,0.367403,317.454491,0.001388
agm001115128,0.075000,1.333776,430.131348,0.287473,237.525007,0.002843
agm003768561,7.627000,10.069860,223.138229,0.711916,203.173476,0.000995
agm003715925,0.000000,1.821973,443.785065,0.201412,225.751421,0.011430
agm003190860,0.008000,2.269089,347.828888,0.245331,201.233037,0.008607
agm002753727,11.142000,3.140823,384.250061,0.925805,172.141375,0.007112
agm001228307,2.060000,2.265680,349.551056,0.465798,223.736416,0.002645
agm003165323,16.448000,3.342245,439.166779,1.111188,189.554844,0.006484
agm002694010,0.000000,1.140678,212.012009,0.184692,142.668528,0.000410
agm005103402,0.173000,2.575226,403.524841,0.316447,215.093616,0.000991
agm002322217,0.024000,3.600089,377.455719,0.262646,223.743734,0.001749
agm003295001,0.000000,0.869315,304.586121,0.094524,320.097415,0.016834
agm003263635,0.000000,3.302866,627.748413,0.149418,357.320269,0.010630
agm002343405,0.623000,1.686290,303.802155,0.397271,151.943260,0.016862
agm003191817,0.407000,2.475748,323.040894,0.369633,154.672679,0.001485
agm002564663,0.038000,2.096017,344.925140,0.276288,191.423697,0.000242
agm001171456,0.000000,-0.152903,748.227905,0.157887,398.985832,0.019226
agm003763764,3.901000,5.101558,495.253387,0.499685,315.284386,0.002215
agm002140554,2.551000,3.874492,487.982269,0.458585,296.732520,0.001282
agm003181847,0.000000,0.732273,369.780029,0.143535,245.471356,0.532068
agm001615856,1.446000,4.671562,414.857666,0.452313,179.180755,0.002560
agm003298309,3.101000,5.922832,438.737061,0.581227,144.955562,0.004858
agm001228171,2.860000,4.565113,351.576447,0.518207,200.237750,0.008622
agm001116336,1.867000,2.325410,384.323334,0.460960,212.321783,0.002017
agm002240822,0.871000,2.232887,517.143555,0.375175,301.318376,0.001280
agm002367067,0.040000,2.125344,438.830017,0.270638,253.537035,0.004815
agm002925654,2.691000,5.220238,401.641541,0.496316,222.330060,0.003897
agm001000575,0.695000,2.385916,358.174530,0.394586,176.331090,0.008731
agm003161135,1.903000,1.476168,338.690369,0.446912,249.381427,0.006541
agm001617131,0.000000,1.285327,359.971863,0.127057,246.564058,0.001172
agm003158728,0.034000,1.037984,424.817749,0.267080,253.164087,0.009566
agm001620948,0.000000,1.103529,443.156525,0.186628,253.472040,0.005638
agm002435688,16.333000,4.439979,418.163239,3.273331,56.527322,0.019516
agm002140304,9.496000,7.955380,398.940155,1.051859,116.487789,0.030888
agm002196461,0.553000,2.176328,486.434265,0.358525,259.056996,0.018145
agm002313763,0.638000,5.029005,364.311615,0.388960,176.249293,0.002637
agm003407419,12.092000,4.182798,497.323853,0.900094,193.450457,0.001682
agm001136837,0.059000,3.021033,464.931305,0.279590,257.351644,0.000340
agm003766058,3.165000,4.699301,375.524109,0.548622,179.450062,0.001277
agm002184943,0.533000,4.914313,306.139404,0.383657,160.066414,0.004287
