id,formula,pbe_pred,opt_pred,pbe_minus_opt
agm003244855,S2O5F2,-1.9644124507904053,-1.291993260383606,-0.6724191904067993
agm005867466,Tc(SO4)2,-1.8502024412155151,-1.1779645681381226,-0.6722378730773926
agm002231319,EuOF,-3.518845558166504,-4.190733432769775,0.6718878746032715
agm003201719,FeF2,-2.725229024887085,-2.054379940032959,-0.670849084854126
agm003247490,Eu2O3,-3.107064962387085,-3.777310848236084,0.670245885848999
agm003241468,Gd(ClO4)3,-1.083327293395996,-0.4139065146446228,-0.6694207787513733
agm003236717,Fe2SiO4,-2.426759958267212,-1.7580205202102661,-0.6687394380569458
agm005846138,Y(ClO4)3,-1.110233187675476,-0.44274336099624634,-0.6674898266792297
agm003263741,MoF3,-2.8617656230926514,-2.1951987743377686,-0.6665668487548828
agm004874431,CsTb(SO4)2,-2.656092405319214,-1.989535927772522,-0.6665564775466919
agm005219751,CaS2(ClO3)2,-2.2003676891326904,-1.5346813201904297,-0.6656863689422607
agm005605090,CoClF,-1.6738078594207764,-1.0089242458343506,-0.6648836135864258
agm004874421,CsNd(SO4)2,-2.6166861057281494,-1.952513337135315,-0.6641727685928345
agm003499430,Ca(ClO3)2,-1.3475208282470703,-0.6834648251533508,-0.6640560030937195
agm003247880,CeP2O7,-3.166489839553833,-2.5054187774658203,-0.6610710620880127
agm003244443,Ni(NO3)2,-0.9354525804519653,-0.275617778301239,-0.6598348021507263
agm005237883,Fe3(PO4)2,-2.4004178047180176,-1.7416141033172607,-0.6588037014007568
agm002170368,SO2,-1.6579663753509521,-0.9992428421974182,-0.6587235331535339
agm003276583,SIO3F,-1.6321296691894531,-0.9736910462379456,-0.6584386229515076
agm003276200,Y2(SO4)3,-2.783234119415283,-2.125129222869873,-0.6581048965454102
agm003273751,CsZr(NO3)5,-1.4530601501464844,-0.7954846620559692,-0.6575754880905151
agm003244442,Zn(NO3)2,-1.1322963237762451,-0.47705864906311035,-0.6552376747131348
agm003317700,Cs2S2O7,-2.2253854274749756,-1.5707755088806152,-0.6546099185943604
agm003240989,SOF2,-2.1248950958251953,-1.4718421697616577,-0.6530529260635376
agm005848974,Pm(ClO4)3,-1.0914655923843384,-0.43931612372398376,-0.6521494686603546
agm005232829,Sn(NO3)4,-1.0068875551223755,-0.35525617003440857,-0.6516313850879669
agm003211577,N2O,-0.08416996896266937,0.5673136115074158,-0.6514835804700851
agm003234333,MnH2(SO4)2,-1.9298045635223389,-1.2796510457992554,-0.6501535177230835
agm003276888,Cs(SO2)2,-2.001450300216675,-1.3530093431472778,-0.648440957069397
agm005227142,S7N,-0.32183700799942017,0.3265390396118164,-0.6483760476112366
agm005263333,Nd(NO3)3,-1.5637784004211426,-0.9158328771591187,-0.6479455232620239
agm003275423,S8O,-0.7754803895950317,-0.12771540880203247,-0.6477649807929993
agm003275717,S5(IO9)2,-1.5711878538131714,-0.9253218173980713,-0.6458660364151001
agm003275923,S2I2O11,-1.335195541381836,-0.6904901266098022,-0.6447054147720337
agm004874426,CsCe(SO4)2,-2.6303465366363525,-1.986904501914978,-0.6434420347213745
agm005286449,HS9N,-0.5233591794967651,0.11964971572160721,-0.6430088952183723
agm003245809,Te(S2O7)2,-1.7690632343292236,-1.126247763633728,-0.6428154706954956
agm002231038,RbFe(SO4)2,-2.1700408458709717,-1.5274356603622437,-0.642605185508728
agm005223574,HNO3,-0.9944286346435547,-0.35409778356552124,-0.6403308510780334
agm006135396,CaFe5O6,-1.972969651222229,-1.3326984643936157,-0.6402711868286133
agm003157522,EuN,-1.003166675567627,-1.643020510673523,0.639853835105896
agm003228850,Mg(ClO4)2,-1.0358184576034546,-0.3961310386657715,-0.6396874189376831
agm005253496,Pr(NO3)3,-1.5566442012786865,-0.918967604637146,-0.6376765966415405
agm004876989,CsY(SO4)2,-2.656484365463257,-2.0195438861846924,-0.6369404792785645
