comparison,N,MAE,RMSE,ME,med_abs_err,p90_abs_err,ref_metal_frac,pred_metal_frac,metal_gap_accuracy,TN_FP_FN_TP
SK_vs_ALIGNN,444,0.6337829124775669,1.3521284777638136,0.5608134569873772,0.028482326058387755,1.9492912666351312,0.9121621621621622,0.5427927927927928,0.6126126126126126,"237,168,4,35"
