id,formula,pbe_pred,opt_pred,pbe_minus_opt
agm1000016245,SbP,0.2983331084251404,2.665289878845215,-2.3669567704200745
agm1000003093,MoP2,-0.07569199800491333,2.1752963066101074,-2.2509883046150208
agm1000001187,MoS2,-0.8059045672416687,1.2471483945846558,-2.0530529618263245
agm1000006456,SmN,-0.6962146759033203,1.3530259132385254,-2.0492405891418457
agm1000002774,NbS2,-1.0314185619354248,1.0159286260604858,-2.0473471879959106
agm1000009666,NbS,-0.3737018406391144,1.6720860004425049,-2.0457878410816193
agm1000013248,NbS,-0.31152310967445374,1.7154866456985474,-2.027009755373001
agm1000009770,VAs,-0.035761669278144836,1.9765416383743286,-2.0123033076524734
agm1000010055,FeAs,0.12253743410110474,2.124746322631836,-2.002208888530731
agm1000000194,TbN,-0.6786951422691345,1.311164140701294,-1.9898592829704285
agm1000012907,CoAs,0.09259548783302307,2.0766310691833496,-1.9840355813503265
agm1000013126,VAs,0.04645463824272156,2.0242815017700195,-1.977826863527298
agm1000005601,NdN,-0.6773310899734497,1.2978402376174927,-1.9751713275909424
agm1000009107,CoAs,0.08425864577293396,2.0548386573791504,-1.9705800116062164
agm1000017172,CoAs,0.08473284542560577,2.0531768798828125,-1.9684440344572067
agm1000009130,VP,-0.06152275204658508,1.9051713943481445,-1.9666941463947296
agm1000002991,ScAs,-0.6575850248336792,1.3070515394210815,-1.9646365642547607
agm1000009383,NbTe,0.2932194471359253,2.2391860485076904,-1.9459666013717651
agm1000005979,Nb2P3,0.07704770565032959,2.021941661834717,-1.9448939561843872
agm1000002671,YN,-0.6650174856185913,1.2789154052734375,-1.9439328908920288
agm1000011238,CoP,-0.1266341209411621,1.80983567237854,-1.9364697933197021
agm1000004641,YP,-0.6730806827545166,1.2611905336380005,-1.934271216392517
agm1000000299,NbS,-0.8824156522750854,1.0338209867477417,-1.9162366390228271
agm1000003460,ZrS2,-1.5494965314865112,0.361314594745636,-1.9108111262321472
agm1000013448,VP,0.011402279138565063,1.9208520650863647,-1.9094497859477997
agm1000009342,CrP,0.04584053158760071,1.9535187482833862,-1.9076782166957855
agm1000001979,NbSe,-0.4853079319000244,1.4212764501571655,-1.90658438205719
agm1000013229,NbTe,0.34343934059143066,2.2464795112609863,-1.9030401706695557
agm1000001964,MoAs2,0.08379754424095154,1.9831703901290894,-1.8993728458881378
agm1000013102,VS,-0.5704361200332642,1.326616644859314,-1.8970527648925781
agm1000009412,CoP,-0.14389865100383759,1.7516441345214844,-1.895542785525322
agm1000009569,TiP,-0.27007704973220825,1.617202639579773,-1.8872796893119812
agm1000018097,TiP,-0.26984888315200806,1.6169214248657227,-1.8867703080177307
agm1000003147,TbP,-0.7125439047813416,1.1726597547531128,-1.8852036595344543
agm1000009044,MoS2,-0.5825913548469543,1.3014792203903198,-1.8840705752372742
agm1000006785,MoSe2,-0.09834611415863037,1.782832384109497,-1.8811784982681274
agm1000013117,CoS,-0.4155938923358917,1.4606355428695679,-1.8762294352054596
agm1000001203,RuN2,0.2485911250114441,2.1207406520843506,-1.8721495270729065
agm1000007246,NbS2,-0.9012353420257568,0.9693614840507507,-1.8705968260765076
agm1000017148,VS,-0.5802898406982422,1.2856777906417847,-1.8659676313400269
agm1000012980,FeAs,0.22992247343063354,2.095438003540039,-1.8655155301094055
agm1000009670,VS,-0.5811459422111511,1.2818578481674194,-1.8630037903785706
agm1000004871,RuS2,-0.4167596101760864,1.4461770057678223,-1.8629366159439087
agm1000000098,NbTe2,-0.32106056809425354,1.5417571067810059,-1.8628176748752594
agm1000009623,FeAs,0.20417338609695435,2.061474323272705,-1.8573009371757507
agm1000007118,RuN2,0.2425978183746338,2.095174789428711,-1.8525769710540771
agm1000017823,YAs,-0.6482051610946655,1.1990898847579956,-1.8472950458526611
agm1000013131,TiP,-0.15966525673866272,1.6832956075668335,-1.8429608643054962
agm1000013352,CrP,0.1272655725479126,1.9697824716567993,-1.8425168991088867
agm1000018301,YAs,-0.6641038060188293,1.1745034456253052,-1.8386072516441345
agm1000010535,NbS,-0.6603190898895264,1.1766453981399536,-1.83696448802948
agm1000013190,NbO,-1.6948738098144531,0.13785961270332336,-1.8327334225177765
agm1000001894,EuN,-0.5507831573486328,1.2793023586273193,-1.8300855159759521
agm1000005219,MoS3,-0.8065743446350098,1.019684910774231,-1.8262592554092407
agm1000009620,CoS,-0.42536279559135437,1.395437240600586,-1.8208000361919403
agm1000013515,YAs,-0.6403720378875732,1.1798015832901,-1.8201736211776733
agm1000003434,NbSe,-0.4457034170627594,1.3724943399429321,-1.8181977570056915
agm1000009525,LaP,-0.7211267352104187,1.088664174079895,-1.8097909092903137
agm1000001053,NbSe2,-0.5726476907730103,1.2355716228485107,-1.808219313621521
agm1000018415,CrAs,0.12270674109458923,1.9287840127944946,-1.8060772716999054
agm1000009090,CrAs,0.12268528342247009,1.9285577535629272,-1.8058724701404572
agm1000003165,NbS,-0.544948160648346,1.2579888105392456,-1.8029369711875916
agm1000006509,TiS2,-1.223227858543396,0.5796051025390625,-1.8028329610824585
agm1000006886,NbS,-0.5869276523590088,1.2026053667068481,-1.789533019065857
agm1000011371,LaP,-0.7063480615615845,1.0828763246536255,-1.78922438621521
agm1000013098,CrAs,0.1563844084739685,1.9407490491867065,-1.784364640712738
agm1000005315,SmN,-0.6315193772315979,1.1527292728424072,-1.7842486500740051
agm1000007835,CS2,-0.07073299586772919,1.7133370637893677,-1.7840700596570969
agm1000001666,YN,-0.4224868416786194,1.3577221632003784,-1.7802090048789978
agm1000004338,LaP,-0.6466913223266602,1.1329537630081177,-1.7796450853347778
agm1000012984,TiAs,-0.2746909558773041,1.4940694570541382,-1.7687604129314423
agm1000013494,NiP,-0.17054420709609985,1.5968315601348877,-1.7673757672309875
agm1000013747,MnAs,0.10360318422317505,1.8628292083740234,-1.7592260241508484
agm1000010952,CoSe,-0.07553637772798538,1.6831310987472534,-1.7586674764752388
agm1000013399,NbO,-1.6019535064697266,0.1555004119873047,-1.7574539184570312
agm1000004583,TbN,-0.6738436222076416,1.082480788230896,-1.7563244104385376
agm1000009804,TiAs,-0.37755662202835083,1.3756526708602905,-1.7532092928886414
agm1000017313,FeP,-0.03240667283535004,1.7186970710754395,-1.7511037439107895
agm1000013905,FeP,0.001168966293334961,1.7522507905960083,-1.7510818243026733
agm1000009785,FeP,-0.035806745290756226,1.7149995565414429,-1.750806301832199
agm1000002645,MoSe2,-0.23106718063354492,1.5195447206497192,-1.7506119012832642
agm1000009707,LaAs,-0.7884649038314819,0.9615663886070251,-1.750031292438507
